Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12086006722,Census Tract 67.22; Miami-Dade County; Florida,66,3,0,1078
1400000US12086006801,Census Tract 68.01; Miami-Dade County; Florida,46,0,12,930
1400000US12086006802,Census Tract 68.02; Miami-Dade County; Florida,47,0,50,1990
1400000US12086006901,Census Tract 69.01; Miami-Dade County; Florida,0,0,0,2220
1400000US12086006902,Census Tract 69.02; Miami-Dade County; Florida,0,0,0,2701
1400000US12086007003,Census Tract 70.03; Miami-Dade County; Florida,20,0,107,3977
1400000US12086007004,Census Tract 70.04; Miami-Dade County; Florida,74,0,79,3187
1400000US12086007005,Census Tract 70.05; Miami-Dade County; Florida,12,0,64,1354
1400000US12086007006,Census Tract 70.06; Miami-Dade County; Florida,0,0,22,3008
1400000US12086007007,Census Tract 70.07; Miami-Dade County; Florida,83,0,531,1381
1400000US12086007101,Census Tract 71.01; Miami-Dade County; Florida,645,0,121,1390
1400000US12086007103,Census Tract 71.03; Miami-Dade County; Florida,377,0,258,578
1400000US12086007104,Census Tract 71.04; Miami-Dade County; Florida,17,0,65,1588
1400000US12086007200,Census Tract 72; Miami-Dade County; Florida,1685,0,11,732
1400000US12086007300,Census Tract 73; Miami-Dade County; Florida,363,0,60,1984
1400000US12086007401,Census Tract 74.01; Miami-Dade County; Florida,0,0,31,870
1400000US12086007402,Census Tract 74.02; Miami-Dade County; Florida,0,0,0,1539
1400000US12086007403,Census Tract 74.03; Miami-Dade County; Florida,53,0,235,1590
1400000US12086007501,Census Tract 75.01; Miami-Dade County; Florida,63,0,113,1388
1400000US12086007503,Census Tract 75.03; Miami-Dade County; Florida,0,0,0,500
1400000US12086007601,Census Tract 76.01; Miami-Dade County; Florida,41,0,31,1900
1400000US12086007603,Census Tract 76.03; Miami-Dade County; Florida,917,0,153,1332
1400000US12086007605,Census Tract 76.05; Miami-Dade County; Florida,276,0,46,2101
1400000US12086007607,Census Tract 76.07; Miami-Dade County; Florida,8,0,45,1426
1400000US12086007608,Census Tract 76.08; Miami-Dade County; Florida,200,0,76,905
1400000US12086007609,Census Tract 76.09; Miami-Dade County; Florida,105,0,66,775
1400000US12086007610,Census Tract 76.10; Miami-Dade County; Florida,149,0,227,2600
1400000US12086007704,Census Tract 77.04; Miami-Dade County; Florida,274,0,83,3834
1400000US12086007705,Census Tract 77.05; Miami-Dade County; Florida,131,0,0,4029
1400000US12086007706,Census Tract 77.06; Miami-Dade County; Florida,17,0,44,2235
1400000US12086007707,Census Tract 77.07; Miami-Dade County; Florida,12,0,47,2292
1400000US12086007708,Census Tract 77.08; Miami-Dade County; Florida,25,9,0,2214
1400000US12086007709,Census Tract 77.09; Miami-Dade County; Florida,2,0,33,2465
1400000US12086007801,Census Tract 78.01; Miami-Dade County; Florida,4,4,0,259
1400000US12086007805,Census Tract 78.05; Miami-Dade County; Florida,43,0,63,2550
1400000US12086007806,Census Tract 78.06; Miami-Dade County; Florida,90,0,59,1517
1400000US12086007807,Census Tract 78.07; Miami-Dade County; Florida,45,0,165,2628
1400000US12086007808,Census Tract 78.08; Miami-Dade County; Florida,233,0,205,3066
1400000US12086007809,Census Tract 78.09; Miami-Dade County; Florida,108,0,394,2790
1400000US12086007901,Census Tract 79.01; Miami-Dade County; Florida,37,0,315,2719
1400000US12086007902,Census Tract 79.02; Miami-Dade County; Florida,0,0,63,1768
1400000US12086008000,Census Tract 80; Miami-Dade County; Florida,37,0,132,3162
1400000US12086008101,Census Tract 81.01; Miami-Dade County; Florida,142,0,181,1329
1400000US12086008102,Census Tract 81.02; Miami-Dade County; Florida,46,0,317,1930
1400000US12086008202,Census Tract 82.02; Miami-Dade County; Florida,106,0,269,2700
1400000US12086008205,Census Tract 82.05; Miami-Dade County; Florida,44,0,148,1647
1400000US12086008206,Census Tract 82.06; Miami-Dade County; Florida,47,0,287,1817
1400000US12086008207,Census Tract 82.07; Miami-Dade County; Florida,75,0,114,1796
1400000US12086008208,Census Tract 82.08; Miami-Dade County; Florida,400,0,145,2806
1400000US12086008209,Census Tract 82.09; Miami-Dade County; Florida,399,0,117,1701
1400000US12086008305,Census Tract 83.05; Miami-Dade County; Florida,378,0,127,2977
1400000US12086008308,Census Tract 83.08; Miami-Dade County; Florida,1042,0,6,4046
1400000US12086008309,Census Tract 83.09; Miami-Dade County; Florida,2958,0,10,1374
1400000US12086008310,Census Tract 83.10; Miami-Dade County; Florida,789,0,12,2652
1400000US12086008311,Census Tract 83.11; Miami-Dade County; Florida,1681,10,82,2227
1400000US12086008312,Census Tract 83.12; Miami-Dade County; Florida,1215,0,0,2085
1400000US12086008313,Census Tract 83.13; Miami-Dade County; Florida,2665,9,125,2185
1400000US12086008314,Census Tract 83.14; Miami-Dade County; Florida,957,0,85,1737
1400000US12086008315,Census Tract 83.15; Miami-Dade County; Florida,1909,0,54,2675
1400000US12086008409,Census Tract 84.09; Miami-Dade County; Florida,360,0,257,2437
1400000US12086008415,Census Tract 84.15; Miami-Dade County; Florida,157,0,258,2401
1400000US12086008416,Census Tract 84.16; Miami-Dade County; Florida,26,0,66,2357
1400000US12086008418,Census Tract 84.18; Miami-Dade County; Florida,4,0,83,2274
1400000US12086008419,Census Tract 84.19; Miami-Dade County; Florida,419,0,64,3908
1400000US12086008420,Census Tract 84.20; Miami-Dade County; Florida,6,35,4,1141
1400000US12086008421,Census Tract 84.21; Miami-Dade County; Florida,56,0,0,2934
1400000US12086008422,Census Tract 84.22; Miami-Dade County; Florida,0,0,52,1848
1400000US12086008423,Census Tract 84.23; Miami-Dade County; Florida,1,0,157,3163
1400000US12086008424,Census Tract 84.24; Miami-Dade County; Florida,222,0,14,2912
1400000US12086008425,Census Tract 84.25; Miami-Dade County; Florida,22,0,69,1411
1400000US12086008426,Census Tract 84.26; Miami-Dade County; Florida,525,0,110,2028
1400000US12086008427,Census Tract 84.27; Miami-Dade County; Florida,144,0,37,1466
1400000US12086008428,Census Tract 84.28; Miami-Dade County; Florida,146,0,77,1711
1400000US12086008429,Census Tract 84.29; Miami-Dade County; Florida,84,0,0,3085
1400000US12086008430,Census Tract 84.30; Miami-Dade County; Florida,491,0,270,4058
1400000US12086008431,Census Tract 84.31; Miami-Dade County; Florida,115,0,113,1506
1400000US12086008502,Census Tract 85.02; Miami-Dade County; Florida,19,0,209,3362
1400000US12086008503,Census Tract 85.03; Miami-Dade County; Florida,19,0,3,3108
1400000US12086008504,Census Tract 85.04; Miami-Dade County; Florida,5,6,0,2613
1400000US12086008601,Census Tract 86.01; Miami-Dade County; Florida,20,6,0,3824
1400000US12086008603,Census Tract 86.03; Miami-Dade County; Florida,0,22,24,3365
1400000US12086008604,Census Tract 86.04; Miami-Dade County; Florida,24,0,17,1144
1400000US12086008702,Census Tract 87.02; Miami-Dade County; Florida,20,0,25,4803
1400000US12086008703,Census Tract 87.03; Miami-Dade County; Florida,3,0,3,2074
1400000US12086008704,Census Tract 87.04; Miami-Dade County; Florida,3,0,28,2658
1400000US12086008805,Census Tract 88.05; Miami-Dade County; Florida,33,0,34,3472
1400000US12086008806,Census Tract 88.06; Miami-Dade County; Florida,1,0,0,4204
1400000US12086008807,Census Tract 88.07; Miami-Dade County; Florida,4,0,0,4084
1400000US12086008808,Census Tract 88.08; Miami-Dade County; Florida,3,54,0,2673
1400000US12086008809,Census Tract 88.09; Miami-Dade County; Florida,4,0,23,1729
1400000US12086008810,Census Tract 88.10; Miami-Dade County; Florida,0,0,0,4088
1400000US12086008904,Census Tract 89.04; Miami-Dade County; Florida,1108,21,218,1161
1400000US12086008906,Census Tract 89.06; Miami-Dade County; Florida,20,0,200,4444
1400000US12086008907,Census Tract 89.07; Miami-Dade County; Florida,154,0,181,3483
1400000US12086008908,Census Tract 89.08; Miami-Dade County; Florida,4,0,0,3211
1400000US12086008909,Census Tract 89.09; Miami-Dade County; Florida,73,0,0,3326
1400000US12086008910,Census Tract 89.10; Miami-Dade County; Florida,0,20,0,3333
1400000US12086008911,Census Tract 89.11; Miami-Dade County; Florida,19,0,0,2572
1400000US12086009010,Census Tract 90.10; Miami-Dade County; Florida,113,0,358,6474
1400000US12086009014,Census Tract 90.14; Miami-Dade County; Florida,0,0,94,3967
1400000US12086009015,Census Tract 90.15; Miami-Dade County; Florida,74,0,64,5119
1400000US12086009020,Census Tract 90.20; Miami-Dade County; Florida,0,0,14,2829
1400000US12086009021,Census Tract 90.21; Miami-Dade County; Florida,58,0,0,3933
1400000US12086009022,Census Tract 90.22; Miami-Dade County; Florida,1,0,0,2392
1400000US12086009024,Census Tract 90.24; Miami-Dade County; Florida,67,0,545,4502
1400000US12086009026,Census Tract 90.26; Miami-Dade County; Florida,0,0,2,1871
1400000US12086009027,Census Tract 90.27; Miami-Dade County; Florida,61,0,31,3348
1400000US12086009028,Census Tract 90.28; Miami-Dade County; Florida,13,0,278,5113
1400000US12086009029,Census Tract 90.29; Miami-Dade County; Florida,28,15,67,3619
1400000US12086009030,Census Tract 90.30; Miami-Dade County; Florida,0,0,0,4442
1400000US12086009031,Census Tract 90.31; Miami-Dade County; Florida,0,0,155,3720
1400000US12086009039,Census Tract 90.39; Miami-Dade County; Florida,0,0,34,6977
1400000US12086009040,Census Tract 90.40; Miami-Dade County; Florida,16,0,158,6860
1400000US12086009043,Census Tract 90.43; Miami-Dade County; Florida,12,0,136,4079
1400000US12086009044,Census Tract 90.44; Miami-Dade County; Florida,9,0,123,2765
1400000US12086009048,Census Tract 90.48; Miami-Dade County; Florida,0,0,153,2449
1400000US12086009049,Census Tract 90.49; Miami-Dade County; Florida,0,0,0,3440
1400000US12086009050,Census Tract 90.50; Miami-Dade County; Florida,0,0,76,4934
1400000US12086009051,Census Tract 90.51; Miami-Dade County; Florida,5,0,0,1903
1400000US12086009052,Census Tract 90.52; Miami-Dade County; Florida,37,0,0,3449
1400000US12086009053,Census Tract 90.53; Miami-Dade County; Florida,0,0,355,4469
1400000US12086009054,Census Tract 90.54; Miami-Dade County; Florida,3,0,0,1863
1400000US12086009055,Census Tract 90.55; Miami-Dade County; Florida,6,0,0,1815
1400000US12086009056,Census Tract 90.56; Miami-Dade County; Florida,29,0,91,1958
1400000US12086009057,Census Tract 90.57; Miami-Dade County; Florida,0,11,171,5582
1400000US12086009058,Census Tract 90.58; Miami-Dade County; Florida,39,0,38,3468
1400000US12086009059,Census Tract 90.59; Miami-Dade County; Florida,60,0,31,2722
1400000US12086009060,Census Tract 90.60; Miami-Dade County; Florida,31,0,185,3964
1400000US12086009061,Census Tract 90.61; Miami-Dade County; Florida,0,0,0,3194
1400000US12086009062,Census Tract 90.62; Miami-Dade County; Florida,86,0,143,2443
1400000US12086009063,Census Tract 90.63; Miami-Dade County; Florida,0,0,2,2684
1400000US12086009064,Census Tract 90.64; Miami-Dade County; Florida,37,32,0,2877
1400000US12086009065,Census Tract 90.65; Miami-Dade County; Florida,0,0,73,3216
1400000US12086009066,Census Tract 90.66; Miami-Dade County; Florida,67,0,65,6568
1400000US12086009101,Census Tract 91.01; Miami-Dade County; Florida,17,0,0,2587
1400000US12086009102,Census Tract 91.02; Miami-Dade County; Florida,438,0,32,2761
1400000US12086009200,Census Tract 92; Miami-Dade County; Florida,0,0,0,3118
1400000US12086009305,Census Tract 93.05; Miami-Dade County; Florida,2,0,189,4135
1400000US12086009312,Census Tract 93.12; Miami-Dade County; Florida,198,0,67,4774
1400000US12086009314,Census Tract 93.14; Miami-Dade County; Florida,0,0,0,3528
1400000US12086009315,Census Tract 93.15; Miami-Dade County; Florida,21,0,0,2955
1400000US12086009316,Census Tract 93.16; Miami-Dade County; Florida,8,0,92,2153
1400000US12086009317,Census Tract 93.17; Miami-Dade County; Florida,8,0,0,4683
1400000US12086009318,Census Tract 93.18; Miami-Dade County; Florida,0,0,0,1562
1400000US12086009319,Census Tract 93.19; Miami-Dade County; Florida,58,0,28,4192
1400000US12086009320,Census Tract 93.20; Miami-Dade County; Florida,0,0,0,4628
1400000US12086009321,Census Tract 93.21; Miami-Dade County; Florida,25,0,0,2299
1400000US12086009322,Census Tract 93.22; Miami-Dade County; Florida,28,0,0,4210
1400000US12086009323,Census Tract 93.23; Miami-Dade County; Florida,10,0,0,2492
1400000US12086009324,Census Tract 93.24; Miami-Dade County; Florida,46,14,0,3728
1400000US12086009325,Census Tract 93.25; Miami-Dade County; Florida,0,0,0,2482
1400000US12086009326,Census Tract 93.26; Miami-Dade County; Florida,0,0,0,2778
1400000US12086009327,Census Tract 93.27; Miami-Dade County; Florida,4,0,0,3274
1400000US12086009401,Census Tract 94.01; Miami-Dade County; Florida,1425,31,0,748
1400000US12086009402,Census Tract 94.02; Miami-Dade County; Florida,1253,0,0,2294
1400000US12086009503,Census Tract 95.03; Miami-Dade County; Florida,3740,0,0,1365
1400000US12086009504,Census Tract 95.04; Miami-Dade County; Florida,3704,0,0,1036
1400000US12086009505,Census Tract 95.05; Miami-Dade County; Florida,1273,0,50,113
1400000US12086009506,Census Tract 95.06; Miami-Dade County; Florida,2880,18,0,1041
1400000US12086009601,Census Tract 96.01; Miami-Dade County; Florida,2402,41,17,674
1400000US12086009602,Census Tract 96.02; Miami-Dade County; Florida,2944,0,0,457
1400000US12086009703,Census Tract 97.03; Miami-Dade County; Florida,4,0,52,1306
1400000US12086009704,Census Tract 97.04; Miami-Dade County; Florida,347,0,166,2159
1400000US12086009705,Census Tract 97.05; Miami-Dade County; Florida,601,0,43,3203
1400000US12086009706,Census Tract 97.06; Miami-Dade County; Florida,440,0,36,2243
1400000US12086009803,Census Tract 98.03; Miami-Dade County; Florida,4238,0,223,2427
1400000US12086009804,Census Tract 98.04; Miami-Dade County; Florida,1396,0,87,737
1400000US12086009806,Census Tract 98.06; Miami-Dade County; Florida,1204,0,120,1055
1400000US12086009809,Census Tract 98.09; Miami-Dade County; Florida,2889,0,0,703
1400000US12086009810,Census Tract 98.10; Miami-Dade County; Florida,1338,0,8,2011
1400000US12086009811,Census Tract 98.11; Miami-Dade County; Florida,1090,0,16,693
1400000US12086009812,Census Tract 98.12; Miami-Dade County; Florida,1352,19,65,1815
1400000US12086009903,Census Tract 99.03; Miami-Dade County; Florida,4392,0,0,665
1400000US12086009904,Census Tract 99.04; Miami-Dade County; Florida,3035,0,0,591
1400000US12086009905,Census Tract 99.05; Miami-Dade County; Florida,3978,99,0,1048
1400000US12086009906,Census Tract 99.06; Miami-Dade County; Florida,4121,0,30,723
1400000US12086009907,Census Tract 99.07; Miami-Dade County; Florida,3493,0,16,193
1400000US12086009908,Census Tract 99.08; Miami-Dade County; Florida,3186,0,58,928
1400000US12086009909,Census Tract 99.09; Miami-Dade County; Florida,2700,0,33,69
1400000US12086010010,Census Tract 100.10; Miami-Dade County; Florida,895,0,0,2552
1400000US12086010012,Census Tract 100.12; Miami-Dade County; Florida,3585,0,66,2683
1400000US12086010013,Census Tract 100.13; Miami-Dade County; Florida,483,0,85,3086
1400000US12086010015,Census Tract 100.15; Miami-Dade County; Florida,119,0,8,2971
1400000US12086010016,Census Tract 100.16; Miami-Dade County; Florida,609,0,341,3264
1400000US12086010017,Census Tract 100.17; Miami-Dade County; Florida,645,0,0,2668
1400000US12086010018,Census Tract 100.18; Miami-Dade County; Florida,486,0,14,1981
1400000US12086010019,Census Tract 100.19; Miami-Dade County; Florida,1058,0,27,2182
1400000US12086010020,Census Tract 100.20; Miami-Dade County; Florida,882,0,0,2553
1400000US12086010021,Census Tract 100.21; Miami-Dade County; Florida,1581,0,0,2263
1400000US12086010022,Census Tract 100.22; Miami-Dade County; Florida,1231,0,0,2379
1400000US12086010023,Census Tract 100.23; Miami-Dade County; Florida,1299,0,0,512
1400000US12086010024,Census Tract 100.24; Miami-Dade County; Florida,2878,0,0,1567
1400000US12086010025,Census Tract 100.25; Miami-Dade County; Florida,2956,0,20,960
1400000US12086010026,Census Tract 100.26; Miami-Dade County; Florida,682,0,0,1363
1400000US12086010193,Census Tract 101.93; Miami-Dade County; Florida,210,0,200,3940
1400000US12086010198,Census Tract 101.98; Miami-Dade County; Florida,362,0,448,2698
1400000US12086010201,Census Tract 102.01; Miami-Dade County; Florida,791,11,59,3537
1400000US12086010205,Census Tract 102.05; Miami-Dade County; Florida,694,0,7,3498
1400000US12086010207,Census Tract 102.07; Miami-Dade County; Florida,763,0,15,3186
1400000US12086010208,Census Tract 102.08; Miami-Dade County; Florida,804,0,174,3783
1400000US12086010209,Census Tract 102.09; Miami-Dade County; Florida,1532,0,110,3969
1400000US12086010211,Census Tract 102.11; Miami-Dade County; Florida,234,0,0,4063
1400000US12086010212,Census Tract 102.12; Miami-Dade County; Florida,511,0,0,2088
1400000US12086010213,Census Tract 102.13; Miami-Dade County; Florida,1517,0,99,2925
1400000US12086010214,Census Tract 102.14; Miami-Dade County; Florida,299,0,166,995
1400000US12086010301,Census Tract 103.01; Miami-Dade County; Florida,158,0,23,2205
1400000US12086010302,Census Tract 103.02; Miami-Dade County; Florida,0,0,147,2546
1400000US12086010303,Census Tract 103.03; Miami-Dade County; Florida,222,0,54,2020
1400000US12086010400,Census Tract 104; Miami-Dade County; Florida,748,0,0,3780
1400000US12086010501,Census Tract 105.01; Miami-Dade County; Florida,2433,0,0,3380
1400000US12086010502,Census Tract 105.02; Miami-Dade County; Florida,2041,0,0,7748
1400000US12086010604,Census Tract 106.04; Miami-Dade County; Florida,355,0,40,2388
1400000US12086010608,Census Tract 106.08; Miami-Dade County; Florida,327,0,39,3915
1400000US12086010609,Census Tract 106.09; Miami-Dade County; Florida,450,0,115,4795
