Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12083002706,Census Tract 27.06; Marion County; Florida,0,0,0,38
1400000US12083980000,Census Tract 9800; Marion County; Florida,0,0,0,0
1400000US12083980100,Census Tract 9801; Marion County; Florida,0,0,0,0
1400000US12085000100,Census Tract 1; Martin County; Florida,0,0,11,28
1400000US12085000200,Census Tract 2; Martin County; Florida,46,0,205,114
1400000US12085000300,Census Tract 3; Martin County; Florida,371,54,33,1204
1400000US12085000400,Census Tract 4; Martin County; Florida,27,0,221,692
1400000US12085000501,Census Tract 5.01; Martin County; Florida,85,0,62,405
1400000US12085000502,Census Tract 5.02; Martin County; Florida,0,0,7,139
1400000US12085000603,Census Tract 6.03; Martin County; Florida,8,0,154,731
1400000US12085000604,Census Tract 6.04; Martin County; Florida,0,0,216,735
1400000US12085000606,Census Tract 6.06; Martin County; Florida,139,0,268,746
1400000US12085000607,Census Tract 6.07; Martin County; Florida,0,0,0,168
1400000US12085000610,Census Tract 6.10; Martin County; Florida,11,0,9,116
1400000US12085000701,Census Tract 7.01; Martin County; Florida,1,16,25,84
1400000US12085000702,Census Tract 7.02; Martin County; Florida,5,0,0,323
1400000US12085000800,Census Tract 8; Martin County; Florida,1393,0,3,561
1400000US12085000901,Census Tract 9.01; Martin County; Florida,3,0,21,56
1400000US12085000902,Census Tract 9.02; Martin County; Florida,65,0,32,728
1400000US12085001000,Census Tract 10; Martin County; Florida,688,3,58,1859
1400000US12085001103,Census Tract 11.03; Martin County; Florida,8,0,0,281
1400000US12085001105,Census Tract 11.05; Martin County; Florida,545,0,71,698
1400000US12085001106,Census Tract 11.06; Martin County; Florida,111,17,0,966
1400000US12085001107,Census Tract 11.07; Martin County; Florida,91,0,34,77
1400000US12085001108,Census Tract 11.08; Martin County; Florida,1,0,220,433
1400000US12085001200,Census Tract 12; Martin County; Florida,108,0,50,1110
1400000US12085001301,Census Tract 13.01; Martin County; Florida,225,0,0,2179
1400000US12085001302,Census Tract 13.02; Martin County; Florida,33,0,10,657
1400000US12085001404,Census Tract 14.04; Martin County; Florida,703,0,0,432
1400000US12085001406,Census Tract 14.06; Martin County; Florida,12,2,148,151
1400000US12085001407,Census Tract 14.07; Martin County; Florida,66,0,0,43
1400000US12085001408,Census Tract 14.08; Martin County; Florida,233,0,0,859
1400000US12085001409,Census Tract 14.09; Martin County; Florida,26,0,41,132
1400000US12085001410,Census Tract 14.10; Martin County; Florida,425,0,0,890
1400000US12085001500,Census Tract 15; Martin County; Florida,52,0,59,121
1400000US12085001601,Census Tract 16.01; Martin County; Florida,24,0,23,439
1400000US12085001602,Census Tract 16.02; Martin County; Florida,0,0,4,99
1400000US12085001701,Census Tract 17.01; Martin County; Florida,0,0,24,455
1400000US12085001702,Census Tract 17.02; Martin County; Florida,0,0,59,233
1400000US12085001703,Census Tract 17.03; Martin County; Florida,16,6,28,1044
1400000US12085001803,Census Tract 18.03; Martin County; Florida,11,0,0,1542
1400000US12085001804,Census Tract 18.04; Martin County; Florida,1577,0,102,2380
1400000US12085001805,Census Tract 18.05; Martin County; Florida,0,0,0,475
1400000US12085001806,Census Tract 18.06; Martin County; Florida,767,20,13,305
1400000US12085990000,Census Tract 9900; Martin County; Florida,0,0,0,0
1400000US12085990100,Census Tract 9901; Martin County; Florida,0,0,0,0
1400000US12086000107,Census Tract 1.07; Miami-Dade County; Florida,47,0,90,1116
1400000US12086000109,Census Tract 1.09; Miami-Dade County; Florida,420,0,108,2090
1400000US12086000115,Census Tract 1.15; Miami-Dade County; Florida,28,0,3,762
1400000US12086000118,Census Tract 1.18; Miami-Dade County; Florida,17,0,16,279
1400000US12086000120,Census Tract 1.20; Miami-Dade County; Florida,232,0,98,1867
1400000US12086000121,Census Tract 1.21; Miami-Dade County; Florida,68,0,96,783
1400000US12086000122,Census Tract 1.22; Miami-Dade County; Florida,38,0,62,1945
1400000US12086000123,Census Tract 1.23; Miami-Dade County; Florida,0,0,14,1592
1400000US12086000124,Census Tract 1.24; Miami-Dade County; Florida,1335,0,14,1289
1400000US12086000125,Census Tract 1.25; Miami-Dade County; Florida,38,0,33,1841
1400000US12086000126,Census Tract 1.26; Miami-Dade County; Florida,22,0,23,1021
1400000US12086000127,Census Tract 1.27; Miami-Dade County; Florida,77,0,33,1452
1400000US12086000128,Census Tract 1.28; Miami-Dade County; Florida,701,0,109,2224
1400000US12086000129,Census Tract 1.29; Miami-Dade County; Florida,0,0,26,533
1400000US12086000130,Census Tract 1.30; Miami-Dade County; Florida,0,0,57,1632
1400000US12086000131,Census Tract 1.31; Miami-Dade County; Florida,54,0,3,1616
1400000US12086000132,Census Tract 1.32; Miami-Dade County; Florida,156,0,134,2858
1400000US12086000134,Census Tract 1.34; Miami-Dade County; Florida,277,0,69,1349
1400000US12086000140,Census Tract 1.40; Miami-Dade County; Florida,57,0,226,2247
1400000US12086000141,Census Tract 1.41; Miami-Dade County; Florida,0,0,12,920
1400000US12086000142,Census Tract 1.42; Miami-Dade County; Florida,0,0,216,2223
1400000US12086000143,Census Tract 1.43; Miami-Dade County; Florida,9,0,0,1773
1400000US12086000144,Census Tract 1.44; Miami-Dade County; Florida,26,0,12,788
1400000US12086000145,Census Tract 1.45; Miami-Dade County; Florida,0,0,0,1663
1400000US12086000146,Census Tract 1.46; Miami-Dade County; Florida,0,0,40,1275
1400000US12086000204,Census Tract 2.04; Miami-Dade County; Florida,1945,0,83,872
1400000US12086000206,Census Tract 2.06; Miami-Dade County; Florida,4660,0,202,1630
1400000US12086000211,Census Tract 2.11; Miami-Dade County; Florida,345,0,19,1683
1400000US12086000212,Census Tract 2.12; Miami-Dade County; Florida,2028,0,34,2334
1400000US12086000213,Census Tract 2.13; Miami-Dade County; Florida,2976,84,203,962
1400000US12086000215,Census Tract 2.15; Miami-Dade County; Florida,4854,0,109,550
1400000US12086000216,Census Tract 2.16; Miami-Dade County; Florida,3822,0,57,636
1400000US12086000218,Census Tract 2.18; Miami-Dade County; Florida,2017,0,0,775
1400000US12086000219,Census Tract 2.19; Miami-Dade County; Florida,2133,0,28,1946
1400000US12086000220,Census Tract 2.20; Miami-Dade County; Florida,4012,0,0,1312
1400000US12086000221,Census Tract 2.21; Miami-Dade County; Florida,100,5,0,1331
1400000US12086000222,Census Tract 2.22; Miami-Dade County; Florida,990,0,178,1994
1400000US12086000223,Census Tract 2.23; Miami-Dade County; Florida,1718,0,1,1126
1400000US12086000224,Census Tract 2.24; Miami-Dade County; Florida,2748,9,10,1123
1400000US12086000225,Census Tract 2.25; Miami-Dade County; Florida,420,0,197,2765
1400000US12086000226,Census Tract 2.26; Miami-Dade County; Florida,117,0,48,299
1400000US12086000227,Census Tract 2.27; Miami-Dade County; Florida,1876,0,60,754
1400000US12086000228,Census Tract 2.28; Miami-Dade County; Florida,2205,0,0,668
1400000US12086000302,Census Tract 3.02; Miami-Dade County; Florida,859,0,20,796
1400000US12086000306,Census Tract 3.06; Miami-Dade County; Florida,2992,0,70,1116
1400000US12086000307,Census Tract 3.07; Miami-Dade County; Florida,2482,0,0,1205
1400000US12086000308,Census Tract 3.08; Miami-Dade County; Florida,2824,0,60,1232
1400000US12086000309,Census Tract 3.09; Miami-Dade County; Florida,3016,0,6,810
1400000US12086000310,Census Tract 3.10; Miami-Dade County; Florida,1943,0,212,1175
1400000US12086000311,Census Tract 3.11; Miami-Dade County; Florida,3033,0,0,824
1400000US12086000312,Census Tract 3.12; Miami-Dade County; Florida,2242,0,26,578
1400000US12086000402,Census Tract 4.02; Miami-Dade County; Florida,2594,0,0,1446
1400000US12086000405,Census Tract 4.05; Miami-Dade County; Florida,2478,0,0,1505
1400000US12086000408,Census Tract 4.08; Miami-Dade County; Florida,3384,0,0,2443
1400000US12086000409,Census Tract 4.09; Miami-Dade County; Florida,3251,0,70,1227
1400000US12086000410,Census Tract 4.10; Miami-Dade County; Florida,4548,0,0,771
1400000US12086000411,Census Tract 4.11; Miami-Dade County; Florida,4787,31,0,1129
1400000US12086000413,Census Tract 4.13; Miami-Dade County; Florida,3879,66,0,1343
1400000US12086000414,Census Tract 4.14; Miami-Dade County; Florida,3888,0,0,1135
1400000US12086000415,Census Tract 4.15; Miami-Dade County; Florida,1432,0,0,795
1400000US12086000416,Census Tract 4.16; Miami-Dade County; Florida,1704,0,43,3015
1400000US12086000417,Census Tract 4.17; Miami-Dade County; Florida,2202,32,47,1882
1400000US12086000418,Census Tract 4.18; Miami-Dade County; Florida,2439,0,0,634
1400000US12086000419,Census Tract 4.19; Miami-Dade County; Florida,1915,0,0,1254
1400000US12086000420,Census Tract 4.20; Miami-Dade County; Florida,2541,0,0,670
1400000US12086000504,Census Tract 5.04; Miami-Dade County; Florida,1470,0,0,3177
1400000US12086000505,Census Tract 5.05; Miami-Dade County; Florida,137,0,0,4990
1400000US12086000506,Census Tract 5.06; Miami-Dade County; Florida,1560,0,18,815
1400000US12086000507,Census Tract 5.07; Miami-Dade County; Florida,1796,0,11,2576
1400000US12086000508,Census Tract 5.08; Miami-Dade County; Florida,1932,0,0,1611
1400000US12086000509,Census Tract 5.09; Miami-Dade County; Florida,1004,0,0,1952
1400000US12086000601,Census Tract 6.01; Miami-Dade County; Florida,9,0,0,3425
1400000US12086000602,Census Tract 6.02; Miami-Dade County; Florida,4,0,1,4425
1400000US12086000603,Census Tract 6.03; Miami-Dade County; Florida,20,0,29,4346
1400000US12086000605,Census Tract 6.05; Miami-Dade County; Florida,32,0,11,4912
1400000US12086000607,Census Tract 6.07; Miami-Dade County; Florida,0,0,0,4288
1400000US12086000609,Census Tract 6.09; Miami-Dade County; Florida,10,0,0,3446
1400000US12086000610,Census Tract 6.10; Miami-Dade County; Florida,4,0,0,2675
1400000US12086000611,Census Tract 6.11; Miami-Dade County; Florida,71,0,57,2348
1400000US12086000612,Census Tract 6.12; Miami-Dade County; Florida,7,0,0,3047
1400000US12086000705,Census Tract 7.05; Miami-Dade County; Florida,2,0,0,4560
1400000US12086000710,Census Tract 7.10; Miami-Dade County; Florida,0,0,0,4545
1400000US12086000711,Census Tract 7.11; Miami-Dade County; Florida,703,0,0,5066
1400000US12086000712,Census Tract 7.12; Miami-Dade County; Florida,0,0,0,2442
1400000US12086000713,Census Tract 7.13; Miami-Dade County; Florida,34,0,0,2990
1400000US12086000714,Census Tract 7.14; Miami-Dade County; Florida,15,0,0,4439
1400000US12086000715,Census Tract 7.15; Miami-Dade County; Florida,0,0,25,3365
1400000US12086000716,Census Tract 7.16; Miami-Dade County; Florida,0,0,64,2492
1400000US12086000717,Census Tract 7.17; Miami-Dade County; Florida,24,0,0,2490
1400000US12086000718,Census Tract 7.18; Miami-Dade County; Florida,20,0,0,3677
1400000US12086000719,Census Tract 7.19; Miami-Dade County; Florida,5,4,0,1290
1400000US12086000720,Census Tract 7.20; Miami-Dade County; Florida,8,0,0,3305
1400000US12086000804,Census Tract 8.04; Miami-Dade County; Florida,53,0,0,4041
1400000US12086000805,Census Tract 8.05; Miami-Dade County; Florida,17,0,4,5010
1400000US12086000806,Census Tract 8.06; Miami-Dade County; Florida,30,0,26,3745
1400000US12086000807,Census Tract 8.07; Miami-Dade County; Florida,36,0,30,3672
1400000US12086000808,Census Tract 8.08; Miami-Dade County; Florida,11,0,0,3743
1400000US12086000903,Census Tract 9.03; Miami-Dade County; Florida,1680,0,0,1841
1400000US12086000904,Census Tract 9.04; Miami-Dade County; Florida,677,0,0,1776
1400000US12086000905,Census Tract 9.05; Miami-Dade County; Florida,659,0,0,3004
1400000US12086000906,Census Tract 9.06; Miami-Dade County; Florida,248,0,0,1365
1400000US12086000907,Census Tract 9.07; Miami-Dade County; Florida,102,0,0,1969
1400000US12086000908,Census Tract 9.08; Miami-Dade County; Florida,0,0,0,3186
1400000US12086001003,Census Tract 10.03; Miami-Dade County; Florida,3343,0,0,2652
1400000US12086001004,Census Tract 10.04; Miami-Dade County; Florida,3887,0,0,3332
1400000US12086001005,Census Tract 10.05; Miami-Dade County; Florida,1056,0,44,387
1400000US12086001006,Census Tract 10.06; Miami-Dade County; Florida,2578,0,95,1709
1400000US12086001007,Census Tract 10.07; Miami-Dade County; Florida,2390,0,0,1107
1400000US12086001008,Census Tract 10.08; Miami-Dade County; Florida,2227,20,0,1048
1400000US12086001101,Census Tract 11.01; Miami-Dade County; Florida,1188,0,418,2629
1400000US12086001102,Census Tract 11.02; Miami-Dade County; Florida,2879,42,195,1666
1400000US12086001103,Census Tract 11.03; Miami-Dade County; Florida,2992,0,22,1115
1400000US12086001104,Census Tract 11.04; Miami-Dade County; Florida,656,0,154,1441
1400000US12086001204,Census Tract 12.04; Miami-Dade County; Florida,1240,0,31,3199
1400000US12086001205,Census Tract 12.05; Miami-Dade County; Florida,378,0,64,1066
1400000US12086001206,Census Tract 12.06; Miami-Dade County; Florida,139,0,52,1227
1400000US12086001207,Census Tract 12.07; Miami-Dade County; Florida,840,0,21,695
1400000US12086001208,Census Tract 12.08; Miami-Dade County; Florida,1771,0,0,857
1400000US12086001209,Census Tract 12.09; Miami-Dade County; Florida,1919,0,13,1724
1400000US12086001301,Census Tract 13.01; Miami-Dade County; Florida,2643,0,26,1838
1400000US12086001302,Census Tract 13.02; Miami-Dade County; Florida,625,0,121,2816
1400000US12086001401,Census Tract 14.01; Miami-Dade County; Florida,4333,0,19,1590
1400000US12086001402,Census Tract 14.02; Miami-Dade County; Florida,2799,0,0,2036
1400000US12086001501,Census Tract 15.01; Miami-Dade County; Florida,2300,0,0,871
1400000US12086001502,Census Tract 15.02; Miami-Dade County; Florida,2867,0,0,1484
1400000US12086001603,Census Tract 16.03; Miami-Dade County; Florida,2,0,0,3283
1400000US12086001605,Census Tract 16.05; Miami-Dade County; Florida,55,8,0,3665
1400000US12086001606,Census Tract 16.06; Miami-Dade County; Florida,13,0,0,4295
1400000US12086001607,Census Tract 16.07; Miami-Dade County; Florida,37,0,39,2650
1400000US12086001608,Census Tract 16.08; Miami-Dade County; Florida,6,3,0,2806
1400000US12086001701,Census Tract 17.01; Miami-Dade County; Florida,2254,0,8,2547
1400000US12086001702,Census Tract 17.02; Miami-Dade County; Florida,1084,0,13,2109
1400000US12086001704,Census Tract 17.04; Miami-Dade County; Florida,92,36,0,2176
1400000US12086001705,Census Tract 17.05; Miami-Dade County; Florida,0,0,0,1963
1400000US12086001801,Census Tract 18.01; Miami-Dade County; Florida,2692,0,0,1756
1400000US12086001802,Census Tract 18.02; Miami-Dade County; Florida,1500,9,13,2802
1400000US12086001803,Census Tract 18.03; Miami-Dade County; Florida,1691,20,0,1184
1400000US12086001901,Census Tract 19.01; Miami-Dade County; Florida,2667,0,17,1446
1400000US12086001903,Census Tract 19.03; Miami-Dade County; Florida,1943,0,0,1499
1400000US12086001904,Census Tract 19.04; Miami-Dade County; Florida,1975,0,28,1657
1400000US12086002001,Census Tract 20.01; Miami-Dade County; Florida,2832,0,9,783
1400000US12086002003,Census Tract 20.03; Miami-Dade County; Florida,1998,0,9,1247
1400000US12086002004,Census Tract 20.04; Miami-Dade County; Florida,2146,0,0,989
1400000US12086002100,Census Tract 21; Miami-Dade County; Florida,375,0,103,1468
1400000US12086002201,Census Tract 22.01; Miami-Dade County; Florida,1185,35,88,1268
1400000US12086002202,Census Tract 22.02; Miami-Dade County; Florida,3591,0,0,1342
1400000US12086002300,Census Tract 23; Miami-Dade County; Florida,3451,0,0,1961
1400000US12086002402,Census Tract 24.02; Miami-Dade County; Florida,384,0,0,5658
1400000US12086002403,Census Tract 24.03; Miami-Dade County; Florida,81,0,0,3872
1400000US12086002404,Census Tract 24.04; Miami-Dade County; Florida,99,0,0,5175
1400000US12086002501,Census Tract 25.01; Miami-Dade County; Florida,983,0,0,4516
1400000US12086002502,Census Tract 25.02; Miami-Dade County; Florida,613,0,16,2583
1400000US12086002600,Census Tract 26; Miami-Dade County; Florida,251,0,0,4602
1400000US12086002702,Census Tract 27.02; Miami-Dade County; Florida,664,0,185,3722
1400000US12086002705,Census Tract 27.05; Miami-Dade County; Florida,181,0,94,3380
1400000US12086002707,Census Tract 27.07; Miami-Dade County; Florida,115,62,74,1046
1400000US12086002708,Census Tract 27.08; Miami-Dade County; Florida,67,0,0,2305
1400000US12086002709,Census Tract 27.09; Miami-Dade County; Florida,213,0,412,1835
1400000US12086002710,Census Tract 27.10; Miami-Dade County; Florida,110,0,11,805
1400000US12086002800,Census Tract 28; Miami-Dade County; Florida,253,0,0,673
1400000US12086002900,Census Tract 29; Miami-Dade County; Florida,676,0,60,4056
1400000US12086003001,Census Tract 30.01; Miami-Dade County; Florida,324,0,259,2049
1400000US12086003004,Census Tract 30.04; Miami-Dade County; Florida,1204,0,263,3886
1400000US12086003005,Census Tract 30.05; Miami-Dade County; Florida,0,0,0,1555
1400000US12086003006,Census Tract 30.06; Miami-Dade County; Florida,46,0,0,4253
1400000US12086003100,Census Tract 31; Miami-Dade County; Florida,3241,7,23,2042
1400000US12086003400,Census Tract 34; Miami-Dade County; Florida,1001,0,21,1982
1400000US12086003603,Census Tract 36.03; Miami-Dade County; Florida,108,0,25,1328
1400000US12086003604,Census Tract 36.04; Miami-Dade County; Florida,242,54,0,2315
1400000US12086003605,Census Tract 36.05; Miami-Dade County; Florida,165,23,2,2113
1400000US12086003606,Census Tract 36.06; Miami-Dade County; Florida,66,0,0,1622
1400000US12086003607,Census Tract 36.07; Miami-Dade County; Florida,620,0,51,1188
1400000US12086003703,Census Tract 37.03; Miami-Dade County; Florida,189,0,260,1503
1400000US12086003704,Census Tract 37.04; Miami-Dade County; Florida,111,0,19,811
1400000US12086003705,Census Tract 37.05; Miami-Dade County; Florida,197,0,39,970
1400000US12086003706,Census Tract 37.06; Miami-Dade County; Florida,412,0,7,1176
1400000US12086003707,Census Tract 37.07; Miami-Dade County; Florida,51,0,132,810
1400000US12086003708,Census Tract 37.08; Miami-Dade County; Florida,0,0,37,652
1400000US12086003709,Census Tract 37.09; Miami-Dade County; Florida,118,0,108,766
1400000US12086003710,Census Tract 37.10; Miami-Dade County; Florida,381,9,349,4166
1400000US12086003801,Census Tract 38.01; Miami-Dade County; Florida,68,28,5,3169
1400000US12086003803,Census Tract 38.03; Miami-Dade County; Florida,2,0,0,874
1400000US12086003804,Census Tract 38.04; Miami-Dade County; Florida,260,0,111,1899
1400000US12086003906,Census Tract 39.06; Miami-Dade County; Florida,0,8,6,736
1400000US12086003909,Census Tract 39.09; Miami-Dade County; Florida,153,0,12,839
1400000US12086003911,Census Tract 39.11; Miami-Dade County; Florida,189,0,133,3225
1400000US12086003912,Census Tract 39.12; Miami-Dade County; Florida,52,0,0,3749
1400000US12086003913,Census Tract 39.13; Miami-Dade County; Florida,102,0,104,2343
1400000US12086003914,Census Tract 39.14; Miami-Dade County; Florida,30,8,85,2378
1400000US12086003915,Census Tract 39.15; Miami-Dade County; Florida,316,0,133,3417
1400000US12086003916,Census Tract 39.16; Miami-Dade County; Florida,119,0,99,2994
1400000US12086003917,Census Tract 39.17; Miami-Dade County; Florida,316,0,200,3254
1400000US12086003918,Census Tract 39.18; Miami-Dade County; Florida,59,0,147,1578
1400000US12086003919,Census Tract 39.19; Miami-Dade County; Florida,62,0,11,1341
1400000US12086003921,Census Tract 39.21; Miami-Dade County; Florida,70,0,139,1249
1400000US12086003922,Census Tract 39.22; Miami-Dade County; Florida,0,0,91,1071
1400000US12086004000,Census Tract 40; Miami-Dade County; Florida,5,34,0,1762
1400000US12086004102,Census Tract 41.02; Miami-Dade County; Florida,92,0,77,727
1400000US12086004103,Census Tract 41.03; Miami-Dade County; Florida,84,0,12,1385
1400000US12086004105,Census Tract 41.05; Miami-Dade County; Florida,307,0,24,1340
1400000US12086004106,Census Tract 41.06; Miami-Dade County; Florida,48,0,180,541
1400000US12086004204,Census Tract 42.04; Miami-Dade County; Florida,73,0,85,1194
1400000US12086004205,Census Tract 42.05; Miami-Dade County; Florida,66,0,23,870
1400000US12086004206,Census Tract 42.06; Miami-Dade County; Florida,166,0,29,1148
1400000US12086004207,Census Tract 42.07; Miami-Dade County; Florida,32,0,0,956
1400000US12086004208,Census Tract 42.08; Miami-Dade County; Florida,21,0,182,422
1400000US12086004301,Census Tract 43.01; Miami-Dade County; Florida,121,0,67,1215
1400000US12086004303,Census Tract 43.03; Miami-Dade County; Florida,64,0,41,2061
1400000US12086004304,Census Tract 43.04; Miami-Dade County; Florida,102,0,48,1265
1400000US12086004403,Census Tract 44.03; Miami-Dade County; Florida,151,0,69,1298
1400000US12086004404,Census Tract 44.04; Miami-Dade County; Florida,90,0,0,1264
1400000US12086004405,Census Tract 44.05; Miami-Dade County; Florida,53,0,12,2332
1400000US12086004406,Census Tract 44.06; Miami-Dade County; Florida,54,21,73,868
1400000US12086004500,Census Tract 45; Miami-Dade County; Florida,136,0,121,1468
1400000US12086004602,Census Tract 46.02; Miami-Dade County; Florida,48,0,15,3180
1400000US12086004605,Census Tract 46.05; Miami-Dade County; Florida,20,0,17,2840
1400000US12086004607,Census Tract 46.07; Miami-Dade County; Florida,0,0,0,2990
1400000US12086004608,Census Tract 46.08; Miami-Dade County; Florida,0,0,0,1646
1400000US12086004701,Census Tract 47.01; Miami-Dade County; Florida,0,0,0,3976
1400000US12086004703,Census Tract 47.03; Miami-Dade County; Florida,55,17,115,3947
1400000US12086004704,Census Tract 47.04; Miami-Dade County; Florida,0,0,0,1882
1400000US12086004705,Census Tract 47.05; Miami-Dade County; Florida,4,0,0,2670
1400000US12086004901,Census Tract 49.01; Miami-Dade County; Florida,115,15,16,3280
1400000US12086004903,Census Tract 49.03; Miami-Dade County; Florida,0,0,0,3121
1400000US12086004904,Census Tract 49.04; Miami-Dade County; Florida,4,0,0,2394
1400000US12086005002,Census Tract 50.02; Miami-Dade County; Florida,13,0,0,4372
1400000US12086005003,Census Tract 50.03; Miami-Dade County; Florida,10,0,21,3441
1400000US12086005004,Census Tract 50.04; Miami-Dade County; Florida,4,0,0,3565
1400000US12086005102,Census Tract 51.02; Miami-Dade County; Florida,222,0,0,4712
1400000US12086005103,Census Tract 51.03; Miami-Dade County; Florida,18,0,0,2435
1400000US12086005104,Census Tract 51.04; Miami-Dade County; Florida,113,0,0,3883
1400000US12086005201,Census Tract 52.01; Miami-Dade County; Florida,23,0,0,5323
1400000US12086005202,Census Tract 52.02; Miami-Dade County; Florida,102,0,0,5699
1400000US12086005303,Census Tract 53.03; Miami-Dade County; Florida,92,0,0,3433
1400000US12086005304,Census Tract 53.04; Miami-Dade County; Florida,211,0,17,3676
1400000US12086005305,Census Tract 53.05; Miami-Dade County; Florida,88,0,168,3311
1400000US12086005306,Census Tract 53.06; Miami-Dade County; Florida,88,0,0,4073
1400000US12086005403,Census Tract 54.03; Miami-Dade County; Florida,155,0,0,1588
1400000US12086005405,Census Tract 54.05; Miami-Dade County; Florida,229,0,0,3572
1400000US12086005406,Census Tract 54.06; Miami-Dade County; Florida,0,0,0,3663
1400000US12086005407,Census Tract 54.07; Miami-Dade County; Florida,0,0,0,2352
1400000US12086005409,Census Tract 54.09; Miami-Dade County; Florida,5,0,42,3483
1400000US12086005410,Census Tract 54.10; Miami-Dade County; Florida,0,0,0,2928
1400000US12086005503,Census Tract 55.03; Miami-Dade County; Florida,129,0,0,3614
1400000US12086005504,Census Tract 55.04; Miami-Dade County; Florida,11,0,28,3085
1400000US12086005505,Census Tract 55.05; Miami-Dade County; Florida,13,0,0,2168
1400000US12086005506,Census Tract 55.06; Miami-Dade County; Florida,6,0,0,3374
1400000US12086005600,Census Tract 56; Miami-Dade County; Florida,28,75,0,3880
1400000US12086005701,Census Tract 57.01; Miami-Dade County; Florida,0,0,1,6383
1400000US12086005705,Census Tract 57.05; Miami-Dade County; Florida,86,0,0,3115
1400000US12086005706,Census Tract 57.06; Miami-Dade County; Florida,34,3,0,4076
1400000US12086005707,Census Tract 57.07; Miami-Dade County; Florida,0,0,0,1506
1400000US12086005708,Census Tract 57.08; Miami-Dade County; Florida,22,0,0,5776
1400000US12086005803,Census Tract 58.03; Miami-Dade County; Florida,44,0,0,6260
1400000US12086005804,Census Tract 58.04; Miami-Dade County; Florida,2,12,0,3623
1400000US12086005805,Census Tract 58.05; Miami-Dade County; Florida,0,0,12,2109
1400000US12086005806,Census Tract 58.06; Miami-Dade County; Florida,0,0,0,3904
1400000US12086005901,Census Tract 59.01; Miami-Dade County; Florida,1,0,99,4248
1400000US12086005902,Census Tract 59.02; Miami-Dade County; Florida,58,0,0,2947
1400000US12086005903,Census Tract 59.03; Miami-Dade County; Florida,28,0,0,5396
1400000US12086005904,Census Tract 59.04; Miami-Dade County; Florida,147,0,271,4890
1400000US12086006002,Census Tract 60.02; Miami-Dade County; Florida,27,0,91,5586
1400000US12086006003,Census Tract 60.03; Miami-Dade County; Florida,0,0,0,2733
1400000US12086006004,Census Tract 60.04; Miami-Dade County; Florida,0,0,70,1862
1400000US12086006103,Census Tract 61.03; Miami-Dade County; Florida,0,0,0,1148
1400000US12086006104,Census Tract 61.04; Miami-Dade County; Florida,0,0,0,2592
1400000US12086006105,Census Tract 61.05; Miami-Dade County; Florida,37,0,48,1402
1400000US12086006106,Census Tract 61.06; Miami-Dade County; Florida,0,0,18,1868
1400000US12086006201,Census Tract 62.01; Miami-Dade County; Florida,52,40,62,2371
1400000US12086006203,Census Tract 62.03; Miami-Dade County; Florida,10,0,83,1488
1400000US12086006205,Census Tract 62.05; Miami-Dade County; Florida,23,0,78,2375
1400000US12086006206,Census Tract 62.06; Miami-Dade County; Florida,0,0,219,2752
1400000US12086006302,Census Tract 63.02; Miami-Dade County; Florida,35,0,53,4529
1400000US12086006303,Census Tract 63.03; Miami-Dade County; Florida,21,0,2,3404
1400000US12086006304,Census Tract 63.04; Miami-Dade County; Florida,109,0,0,2787
1400000US12086006401,Census Tract 64.01; Miami-Dade County; Florida,43,0,0,3038
1400000US12086006402,Census Tract 64.02; Miami-Dade County; Florida,95,18,0,3217
1400000US12086006403,Census Tract 64.03; Miami-Dade County; Florida,82,19,0,2505
1400000US12086006501,Census Tract 65.01; Miami-Dade County; Florida,0,0,0,3090
1400000US12086006503,Census Tract 65.03; Miami-Dade County; Florida,24,0,97,1763
1400000US12086006504,Census Tract 65.04; Miami-Dade County; Florida,34,0,0,1579
1400000US12086006603,Census Tract 66.03; Miami-Dade County; Florida,117,0,31,1726
1400000US12086006604,Census Tract 66.04; Miami-Dade County; Florida,0,0,196,1527
1400000US12086006605,Census Tract 66.05; Miami-Dade County; Florida,49,0,23,753
1400000US12086006606,Census Tract 66.06; Miami-Dade County; Florida,6,0,0,1335
1400000US12086006607,Census Tract 66.07; Miami-Dade County; Florida,22,12,41,3184
1400000US12086006608,Census Tract 66.08; Miami-Dade County; Florida,21,0,0,2908
1400000US12086006705,Census Tract 67.05; Miami-Dade County; Florida,17,0,112,3042
1400000US12086006706,Census Tract 67.06; Miami-Dade County; Florida,116,0,30,1921
1400000US12086006707,Census Tract 67.07; Miami-Dade County; Florida,160,41,37,1937
1400000US12086006709,Census Tract 67.09; Miami-Dade County; Florida,114,0,65,601
1400000US12086006713,Census Tract 67.13; Miami-Dade County; Florida,64,0,94,929
1400000US12086006714,Census Tract 67.14; Miami-Dade County; Florida,60,0,136,1211
1400000US12086006715,Census Tract 67.15; Miami-Dade County; Florida,106,0,255,2761
1400000US12086006716,Census Tract 67.16; Miami-Dade County; Florida,55,0,28,373
1400000US12086006717,Census Tract 67.17; Miami-Dade County; Florida,0,0,33,1023
1400000US12086006718,Census Tract 67.18; Miami-Dade County; Florida,132,94,372,1300
1400000US12086006719,Census Tract 67.19; Miami-Dade County; Florida,0,0,207,552
1400000US12086006720,Census Tract 67.20; Miami-Dade County; Florida,125,0,38,1343
1400000US12086006721,Census Tract 67.21; Miami-Dade County; Florida,99,0,245,1583
