Geography,Geographic Area Name,median_household_income
1400000US12086010301,Census Tract 103.01; Miami-Dade County; Florida,97395
1400000US12086010302,Census Tract 103.02; Miami-Dade County; Florida,79297
1400000US12086010303,Census Tract 103.03; Miami-Dade County; Florida,71250
1400000US12086010400,Census Tract 104; Miami-Dade County; Florida,80306
1400000US12086010501,Census Tract 105.01; Miami-Dade County; Florida,42718
1400000US12086010502,Census Tract 105.02; Miami-Dade County; Florida,93706
1400000US12086010604,Census Tract 106.04; Miami-Dade County; Florida,123167
1400000US12086010608,Census Tract 106.08; Miami-Dade County; Florida,76722
1400000US12086010609,Census Tract 106.09; Miami-Dade County; Florida,46283
1400000US12086010610,Census Tract 106.10; Miami-Dade County; Florida,108165
1400000US12086010613,Census Tract 106.13; Miami-Dade County; Florida,59248
1400000US12086010618,Census Tract 106.18; Miami-Dade County; Florida,98590
1400000US12086010619,Census Tract 106.19; Miami-Dade County; Florida,67095
1400000US12086010620,Census Tract 106.20; Miami-Dade County; Florida,110766
1400000US12086010621,Census Tract 106.21; Miami-Dade County; Florida,86925
1400000US12086010622,Census Tract 106.22; Miami-Dade County; Florida,71250
1400000US12086010623,Census Tract 106.23; Miami-Dade County; Florida,74883
1400000US12086010624,Census Tract 106.24; Miami-Dade County; Florida,76136
1400000US12086010625,Census Tract 106.25; Miami-Dade County; Florida,93170
1400000US12086010626,Census Tract 106.26; Miami-Dade County; Florida,85500
1400000US12086010705,Census Tract 107.05; Miami-Dade County; Florida,61270
1400000US12086010706,Census Tract 107.06; Miami-Dade County; Florida,90087
1400000US12086010707,Census Tract 107.07; Miami-Dade County; Florida,57816
1400000US12086010708,Census Tract 107.08; Miami-Dade County; Florida,57360
1400000US12086010709,Census Tract 107.09; Miami-Dade County; Florida,84352
1400000US12086010710,Census Tract 107.10; Miami-Dade County; Florida,74842
1400000US12086010803,Census Tract 108.03; Miami-Dade County; Florida,52475
1400000US12086010804,Census Tract 108.04; Miami-Dade County; Florida,57681
1400000US12086010805,Census Tract 108.05; Miami-Dade County; Florida,36507
1400000US12086010806,Census Tract 108.06; Miami-Dade County; Florida,55250
1400000US12086010900,Census Tract 109; Miami-Dade County; Florida,36851
1400000US12086011003,Census Tract 110.03; Miami-Dade County; Florida,74072
1400000US12086011008,Census Tract 110.08; Miami-Dade County; Florida,78164
1400000US12086011009,Census Tract 110.09; Miami-Dade County; Florida,76762
1400000US12086011010,Census Tract 110.10; Miami-Dade County; Florida,37988
1400000US12086011011,Census Tract 110.11; Miami-Dade County; Florida,49375
1400000US12086011012,Census Tract 110.12; Miami-Dade County; Florida,54300
1400000US12086011013,Census Tract 110.13; Miami-Dade County; Florida,68426
1400000US12086011014,Census Tract 110.14; Miami-Dade County; Florida,83510
1400000US12086011015,Census Tract 110.15; Miami-Dade County; Florida,104151
1400000US12086011103,Census Tract 111.03; Miami-Dade County; Florida,41569
1400000US12086011104,Census Tract 111.04; Miami-Dade County; Florida,32204
1400000US12086011105,Census Tract 111.05; Miami-Dade County; Florida,129808
1400000US12086011106,Census Tract 111.06; Miami-Dade County; Florida,82820
1400000US12086011203,Census Tract 112.03; Miami-Dade County; Florida,31316
1400000US12086011204,Census Tract 112.04; Miami-Dade County; Florida,117733
1400000US12086011205,Census Tract 112.05; Miami-Dade County; Florida,55588
1400000US12086011206,Census Tract 112.06; Miami-Dade County; Florida,102292
1400000US12086011301,Census Tract 113.01; Miami-Dade County; Florida,22438
1400000US12086011302,Census Tract 113.02; Miami-Dade County; Florida,26268
1400000US12086011405,Census Tract 114.05; Miami-Dade County; Florida,53070
1400000US12086011406,Census Tract 114.06; Miami-Dade County; Florida,53054
1400000US12086011407,Census Tract 114.07; Miami-Dade County; Florida,68257
1400000US12086011408,Census Tract 114.08; Miami-Dade County; Florida,38934
1400000US12086011409,Census Tract 114.09; Miami-Dade County; Florida,52152
1400000US12086011410,Census Tract 114.10; Miami-Dade County; Florida,91557
1400000US12086011411,Census Tract 114.11; Miami-Dade County; Florida,69395
1400000US12086011412,Census Tract 114.12; Miami-Dade County; Florida,62441
1400000US12086011500,Census Tract 115; Miami-Dade County; Florida,107073
1400000US12086011601,Census Tract 116.01; Miami-Dade County; Florida,92222
1400000US12086011602,Census Tract 116.02; Miami-Dade County; Florida,97292
1400000US12086011701,Census Tract 117.01; Miami-Dade County; Florida,84428
1400000US12086011702,Census Tract 117.02; Miami-Dade County; Florida,50882
1400000US12086011800,Census Tract 118; Miami-Dade County; Florida,83372
1400000US12086011900,Census Tract 119; Miami-Dade County; Florida,82937
1400000US12086012001,Census Tract 120.01; Miami-Dade County; Florida,47250
1400000US12086012002,Census Tract 120.02; Miami-Dade County; Florida,45542
1400000US12086012101,Census Tract 121.01; Miami-Dade County; Florida,73139
1400000US12086012102,Census Tract 121.02; Miami-Dade County; Florida,76364
1400000US12086012103,Census Tract 121.03; Miami-Dade County; Florida,78667
1400000US12086012104,Census Tract 121.04; Miami-Dade County; Florida,46793
1400000US12086012105,Census Tract 121.05; Miami-Dade County; Florida,73825
1400000US12086012200,Census Tract 122; Miami-Dade County; Florida,97083
1400000US12086012301,Census Tract 123.01; Miami-Dade County; Florida,70675
1400000US12086012302,Census Tract 123.02; Miami-Dade County; Florida,82841
1400000US12086012401,Census Tract 124.01; Miami-Dade County; Florida,90377
1400000US12086012402,Census Tract 124.02; Miami-Dade County; Florida,130625
1400000US12086012403,Census Tract 124.03; Miami-Dade County; Florida,150764
1400000US12086012501,Census Tract 125.01; Miami-Dade County; Florida,99688
1400000US12086012502,Census Tract 125.02; Miami-Dade County; Florida,89402
1400000US12086012601,Census Tract 126.01; Miami-Dade County; Florida,61125
1400000US12086012602,Census Tract 126.02; Miami-Dade County; Florida,91532
1400000US12086012701,Census Tract 127.01; Miami-Dade County; Florida,129375
1400000US12086012702,Census Tract 127.02; Miami-Dade County; Florida,159174
1400000US12086012801,Census Tract 128.01; Miami-Dade County; Florida,93796
1400000US12086012802,Census Tract 128.02; Miami-Dade County; Florida,102734
1400000US12086012900,Census Tract 129; Miami-Dade County; Florida,63182
1400000US12086013000,Census Tract 130; Miami-Dade County; Florida,76644
1400000US12086013100,Census Tract 131; Miami-Dade County; Florida,57996
1400000US12086013201,Census Tract 132.01; Miami-Dade County; Florida,100554
1400000US12086013202,Census Tract 132.02; Miami-Dade County; Florida,103333
1400000US12086013301,Census Tract 133.01; Miami-Dade County; Florida,67217
1400000US12086013302,Census Tract 133.02; Miami-Dade County; Florida,59781
1400000US12086013400,Census Tract 134; Miami-Dade County; Florida,39516
1400000US12086013500,Census Tract 135; Miami-Dade County; Florida,50667
1400000US12086013600,Census Tract 136; Miami-Dade County; Florida,52900
1400000US12086013700,Census Tract 137; Miami-Dade County; Florida,41772
1400000US12086013801,Census Tract 138.01; Miami-Dade County; Florida,65192
1400000US12086013802,Census Tract 138.02; Miami-Dade County; Florida,29088
1400000US12086013900,Census Tract 139; Miami-Dade County; Florida,60964
1400000US12086014100,Census Tract 141; Miami-Dade County; Florida,-
1400000US12086014200,Census Tract 142; Miami-Dade County; Florida,120234
1400000US12086014300,Census Tract 143; Miami-Dade County; Florida,106944
1400000US12086014400,Census Tract 144; Miami-Dade County; Florida,74155
1400000US12086014500,Census Tract 145; Miami-Dade County; Florida,102738
1400000US12086014601,Census Tract 146.01; Miami-Dade County; Florida,45244
1400000US12086014602,Census Tract 146.02; Miami-Dade County; Florida,51288
1400000US12086014701,Census Tract 147.01; Miami-Dade County; Florida,44821
1400000US12086014702,Census Tract 147.02; Miami-Dade County; Florida,85156
1400000US12086014800,Census Tract 148; Miami-Dade County; Florida,51277
1400000US12086014900,Census Tract 149; Miami-Dade County; Florida,93750
1400000US12086015001,Census Tract 150.01; Miami-Dade County; Florida,74152
1400000US12086015002,Census Tract 150.02; Miami-Dade County; Florida,101978
1400000US12086015101,Census Tract 151.01; Miami-Dade County; Florida,106294
1400000US12086015102,Census Tract 151.02; Miami-Dade County; Florida,112765
1400000US12086015103,Census Tract 151.03; Miami-Dade County; Florida,164762
1400000US12086015201,Census Tract 152.01; Miami-Dade County; Florida,109917
1400000US12086015202,Census Tract 152.02; Miami-Dade County; Florida,83802
1400000US12086015300,Census Tract 153; Miami-Dade County; Florida,111689
1400000US12086015400,Census Tract 154; Miami-Dade County; Florida,100909
1400000US12086015501,Census Tract 155.01; Miami-Dade County; Florida,62639
1400000US12086015502,Census Tract 155.02; Miami-Dade County; Florida,79125
1400000US12086015600,Census Tract 156; Miami-Dade County; Florida,91420
1400000US12086015700,Census Tract 157; Miami-Dade County; Florida,153846
1400000US12086015800,Census Tract 158; Miami-Dade County; Florida,70208
1400000US12086015900,Census Tract 159; Miami-Dade County; Florida,92989
1400000US12086016000,Census Tract 160; Miami-Dade County; Florida,74013
1400000US12086016100,Census Tract 161; Miami-Dade County; Florida,91406
1400000US12086016200,Census Tract 162; Miami-Dade County; Florida,79848
1400000US12086016300,Census Tract 163; Miami-Dade County; Florida,96250
1400000US12086016401,Census Tract 164.01; Miami-Dade County; Florida,152222
1400000US12086016402,Census Tract 164.02; Miami-Dade County; Florida,87390
1400000US12086016501,Census Tract 165.01; Miami-Dade County; Florida,113542
1400000US12086016502,Census Tract 165.02; Miami-Dade County; Florida,126291
1400000US12086016600,Census Tract 166; Miami-Dade County; Florida,71468
1400000US12086016700,Census Tract 167; Miami-Dade County; Florida,94330
1400000US12086016800,Census Tract 168; Miami-Dade County; Florida,62071
1400000US12086016900,Census Tract 169; Miami-Dade County; Florida,67261
1400000US12086017000,Census Tract 170; Miami-Dade County; Florida,59327
1400000US12086017101,Census Tract 171.01; Miami-Dade County; Florida,68158
1400000US12086017102,Census Tract 171.02; Miami-Dade County; Florida,101081
1400000US12086017200,Census Tract 172; Miami-Dade County; Florida,74615
1400000US12086017300,Census Tract 173; Miami-Dade County; Florida,43829
1400000US12086017401,Census Tract 174.01; Miami-Dade County; Florida,74444
1400000US12086017402,Census Tract 174.02; Miami-Dade County; Florida,61824
1400000US12086017500,Census Tract 175; Miami-Dade County; Florida,50000
1400000US12086017600,Census Tract 176; Miami-Dade County; Florida,58870
1400000US12086017700,Census Tract 177; Miami-Dade County; Florida,54886
1400000US12086017800,Census Tract 178; Miami-Dade County; Florida,60377
1400000US12086017901,Census Tract 179.01; Miami-Dade County; Florida,116957
1400000US12086017902,Census Tract 179.02; Miami-Dade County; Florida,120540
1400000US12086018001,Census Tract 180.01; Miami-Dade County; Florida,125042
1400000US12086018002,Census Tract 180.02; Miami-Dade County; Florida,84722
1400000US12086018003,Census Tract 180.03; Miami-Dade County; Florida,86795
1400000US12086018100,Census Tract 181; Miami-Dade County; Florida,54910
1400000US12086018200,Census Tract 182; Miami-Dade County; Florida,73375
1400000US12086018300,Census Tract 183; Miami-Dade County; Florida,85570
1400000US12086018400,Census Tract 184; Miami-Dade County; Florida,62500
1400000US12086018500,Census Tract 185; Miami-Dade County; Florida,87423
1400000US12086018601,Census Tract 186.01; Miami-Dade County; Florida,71818
1400000US12086018602,Census Tract 186.02; Miami-Dade County; Florida,78125
1400000US12086018700,Census Tract 187; Miami-Dade County; Florida,97813
1400000US12086018801,Census Tract 188.01; Miami-Dade County; Florida,116196
1400000US12086018802,Census Tract 188.02; Miami-Dade County; Florida,80020
1400000US12086018803,Census Tract 188.03; Miami-Dade County; Florida,80313
1400000US12086018901,Census Tract 189.01; Miami-Dade County; Florida,94148
1400000US12086018902,Census Tract 189.02; Miami-Dade County; Florida,99167
1400000US12086019000,Census Tract 190; Miami-Dade County; Florida,84291
1400000US12086019100,Census Tract 191; Miami-Dade County; Florida,55308
1400000US12086019200,Census Tract 192; Miami-Dade County; Florida,95429
1400000US12086019301,Census Tract 193.01; Miami-Dade County; Florida,82455
1400000US12086019302,Census Tract 193.02; Miami-Dade County; Florida,78446
1400000US12086019401,Census Tract 194.01; Miami-Dade County; Florida,108359
1400000US12086019402,Census Tract 194.02; Miami-Dade County; Florida,95327
1400000US12086019501,Census Tract 195.01; Miami-Dade County; Florida,97443
1400000US12086019502,Census Tract 195.02; Miami-Dade County; Florida,103987
1400000US12086019600,Census Tract 196; Miami-Dade County; Florida,138125
1400000US12086019700,Census Tract 197; Miami-Dade County; Florida,92981
1400000US12086019801,Census Tract 198.01; Miami-Dade County; Florida,113915
1400000US12086019802,Census Tract 198.02; Miami-Dade County; Florida,128519
1400000US12086019901,Census Tract 199.01; Miami-Dade County; Florida,70547
1400000US12086019902,Census Tract 199.02; Miami-Dade County; Florida,80313
1400000US12086020001,Census Tract 200.01; Miami-Dade County; Florida,77335
1400000US12086020002,Census Tract 200.02; Miami-Dade County; Florida,121280
1400000US12086020100,Census Tract 201; Miami-Dade County; Florida,74484
1400000US12086020200,Census Tract 202; Miami-Dade County; Florida,66619
1400000US12086020300,Census Tract 203; Miami-Dade County; Florida,82024
1400000US12086490100,Census Tract 4901; Miami-Dade County; Florida,60250
1400000US12086980100,Census Tract 9801; Miami-Dade County; Florida,-
1400000US12086980200,Census Tract 9802; Miami-Dade County; Florida,-
1400000US12086980300,Census Tract 9803; Miami-Dade County; Florida,-
1400000US12086980400,Census Tract 9804; Miami-Dade County; Florida,-
1400000US12086980500,Census Tract 9805; Miami-Dade County; Florida,76125
1400000US12086980600,Census Tract 9806; Miami-Dade County; Florida,-
1400000US12086980700,Census Tract 9807; Miami-Dade County; Florida,9960
1400000US12086980800,Census Tract 9808; Miami-Dade County; Florida,-
1400000US12086980900,Census Tract 9809; Miami-Dade County; Florida,-
1400000US12086981000,Census Tract 9810; Miami-Dade County; Florida,-
1400000US12086981100,Census Tract 9811; Miami-Dade County; Florida,-
1400000US12086981200,Census Tract 9812; Miami-Dade County; Florida,-
1400000US12086981300,Census Tract 9813; Miami-Dade County; Florida,66280
1400000US12086990000,Census Tract 9900; Miami-Dade County; Florida,-
1400000US12087970400,Census Tract 9704; Monroe County; Florida,69429
1400000US12087970500,Census Tract 9705; Monroe County; Florida,109000
1400000US12087970600,Census Tract 9706; Monroe County; Florida,71038
1400000US12087970700,Census Tract 9707; Monroe County; Florida,51447
1400000US12087970800,Census Tract 9708; Monroe County; Florida,105426
1400000US12087970900,Census Tract 9709; Monroe County; Florida,80375
1400000US12087971001,Census Tract 9710.01; Monroe County; Florida,96875
1400000US12087971002,Census Tract 9710.02; Monroe County; Florida,117841
1400000US12087971100,Census Tract 9711; Monroe County; Florida,84263
1400000US12087971200,Census Tract 9712; Monroe County; Florida,85347
1400000US12087971300,Census Tract 9713; Monroe County; Florida,53550
1400000US12087971401,Census Tract 9714.01; Monroe County; Florida,91106
1400000US12087971402,Census Tract 9714.02; Monroe County; Florida,99271
1400000US12087971501,Census Tract 9715.01; Monroe County; Florida,84890
1400000US12087971502,Census Tract 9715.02; Monroe County; Florida,106250
1400000US12087971600,Census Tract 9716; Monroe County; Florida,122900
1400000US12087971700,Census Tract 9717; Monroe County; Florida,99236
1400000US12087971800,Census Tract 9718; Monroe County; Florida,75000
1400000US12087971900,Census Tract 9719; Monroe County; Florida,79947
1400000US12087972000,Census Tract 9720; Monroe County; Florida,84851
1400000US12087972100,Census Tract 9721; Monroe County; Florida,78771
1400000US12087972200,Census Tract 9722; Monroe County; Florida,94000
1400000US12087972400,Census Tract 9724; Monroe County; Florida,58573
1400000US12087972500,Census Tract 9725; Monroe County; Florida,134773
1400000US12087972700,Census Tract 9727; Monroe County; Florida,86408
1400000US12087972800,Census Tract 9728; Monroe County; Florida,86164
1400000US12087980000,Census Tract 9800; Monroe County; Florida,-
1400000US12087980100,Census Tract 9801; Monroe County; Florida,-
1400000US12087990000,Census Tract 9900; Monroe County; Florida,-
1400000US12089050102,Census Tract 501.02; Nassau County; Florida,96088
1400000US12089050103,Census Tract 501.03; Nassau County; Florida,62944
1400000US12089050104,Census Tract 501.04; Nassau County; Florida,109313
1400000US12089050201,Census Tract 502.01; Nassau County; Florida,192500
1400000US12089050203,Census Tract 502.03; Nassau County; Florida,98542
1400000US12089050204,Census Tract 502.04; Nassau County; Florida,93547
1400000US12089050205,Census Tract 502.05; Nassau County; Florida,95435
1400000US12089050304,Census Tract 503.04; Nassau County; Florida,91611
1400000US12089050305,Census Tract 503.05; Nassau County; Florida,47893
1400000US12089050306,Census Tract 503.06; Nassau County; Florida,84553
1400000US12089050307,Census Tract 503.07; Nassau County; Florida,115977
1400000US12089050308,Census Tract 503.08; Nassau County; Florida,106283
1400000US12089050309,Census Tract 503.09; Nassau County; Florida,77031
1400000US12089050310,Census Tract 503.10; Nassau County; Florida,87328
1400000US12089050401,Census Tract 504.01; Nassau County; Florida,75718
1400000US12089050402,Census Tract 504.02; Nassau County; Florida,92908
1400000US12089050403,Census Tract 504.03; Nassau County; Florida,60380
1400000US12089050504,Census Tract 505.04; Nassau County; Florida,75814
1400000US12089050505,Census Tract 505.05; Nassau County; Florida,52386
1400000US12089050506,Census Tract 505.06; Nassau County; Florida,111677
1400000US12089050507,Census Tract 505.07; Nassau County; Florida,85379
1400000US12089050508,Census Tract 505.08; Nassau County; Florida,76307
1400000US12089050509,Census Tract 505.09; Nassau County; Florida,73450
1400000US12089990000,Census Tract 9900; Nassau County; Florida,-
1400000US12091020101,Census Tract 201.01; Okaloosa County; Florida,83716
1400000US12091020102,Census Tract 201.02; Okaloosa County; Florida,81454
1400000US12091020200,Census Tract 202; Okaloosa County; Florida,73011
1400000US12091020303,Census Tract 203.03; Okaloosa County; Florida,101145
1400000US12091020304,Census Tract 203.04; Okaloosa County; Florida,95119
1400000US12091020305,Census Tract 203.05; Okaloosa County; Florida,86944
1400000US12091020306,Census Tract 203.06; Okaloosa County; Florida,79500
1400000US12091020400,Census Tract 204; Okaloosa County; Florida,66168
1400000US12091020500,Census Tract 205; Okaloosa County; Florida,69000
1400000US12091020601,Census Tract 206.01; Okaloosa County; Florida,81742
1400000US12091020602,Census Tract 206.02; Okaloosa County; Florida,82907
1400000US12091020701,Census Tract 207.01; Okaloosa County; Florida,59769
1400000US12091020702,Census Tract 207.02; Okaloosa County; Florida,89535
1400000US12091020800,Census Tract 208; Okaloosa County; Florida,79107
1400000US12091020900,Census Tract 209; Okaloosa County; Florida,121652
1400000US12091021001,Census Tract 210.01; Okaloosa County; Florida,118465
1400000US12091021002,Census Tract 210.02; Okaloosa County; Florida,107493
1400000US12091021101,Census Tract 211.01; Okaloosa County; Florida,71094
1400000US12091021102,Census Tract 211.02; Okaloosa County; Florida,104097
1400000US12091021200,Census Tract 212; Okaloosa County; Florida,85023
1400000US12091021400,Census Tract 214; Okaloosa County; Florida,76705
1400000US12091021501,Census Tract 215.01; Okaloosa County; Florida,93607
1400000US12091021502,Census Tract 215.02; Okaloosa County; Florida,101362
1400000US12091021600,Census Tract 216; Okaloosa County; Florida,97344
1400000US12091021700,Census Tract 217; Okaloosa County; Florida,136402
1400000US12091021801,Census Tract 218.01; Okaloosa County; Florida,74803
1400000US12091021802,Census Tract 218.02; Okaloosa County; Florida,69069
1400000US12091021901,Census Tract 219.01; Okaloosa County; Florida,35313
1400000US12091021902,Census Tract 219.02; Okaloosa County; Florida,76463
1400000US12091022001,Census Tract 220.01; Okaloosa County; Florida,45089
1400000US12091022002,Census Tract 220.02; Okaloosa County; Florida,67260
1400000US12091022100,Census Tract 221; Okaloosa County; Florida,57173
1400000US12091022300,Census Tract 223; Okaloosa County; Florida,65327
1400000US12091022400,Census Tract 224; Okaloosa County; Florida,81794
1400000US12091022500,Census Tract 225; Okaloosa County; Florida,81313
1400000US12091022600,Census Tract 226; Okaloosa County; Florida,41560
1400000US12091022700,Census Tract 227; Okaloosa County; Florida,68042
1400000US12091022800,Census Tract 228; Okaloosa County; Florida,47740
1400000US12091022900,Census Tract 229; Okaloosa County; Florida,74192
1400000US12091023100,Census Tract 231; Okaloosa County; Florida,71418
1400000US12091023200,Census Tract 232; Okaloosa County; Florida,64736
1400000US12091023303,Census Tract 233.03; Okaloosa County; Florida,102125
1400000US12091023304,Census Tract 233.04; Okaloosa County; Florida,99604
1400000US12091023305,Census Tract 233.05; Okaloosa County; Florida,85637
1400000US12091023306,Census Tract 233.06; Okaloosa County; Florida,88958
1400000US12091023307,Census Tract 233.07; Okaloosa County; Florida,58609
1400000US12091023308,Census Tract 233.08; Okaloosa County; Florida,113516
1400000US12091990100,Census Tract 9901; Okaloosa County; Florida,-
1400000US12091990200,Census Tract 9902; Okaloosa County; Florida,-
1400000US12093910101,Census Tract 9101.01; Okeechobee County; Florida,73168
1400000US12093910102,Census Tract 9101.02; Okeechobee County; Florida,44516
1400000US12093910201,Census Tract 9102.01; Okeechobee County; Florida,68412
1400000US12093910202,Census Tract 9102.02; Okeechobee County; Florida,52192
1400000US12093910300,Census Tract 9103; Okeechobee County; Florida,28333
1400000US12093910401,Census Tract 9104.01; Okeechobee County; Florida,58250
1400000US12093910402,Census Tract 9104.02; Okeechobee County; Florida,43860
1400000US12093910403,Census Tract 9104.03; Okeechobee County; Florida,35953
1400000US12093910500,Census Tract 9105; Okeechobee County; Florida,50292
1400000US12093910601,Census Tract 9106.01; Okeechobee County; Florida,79551
1400000US12093910602,Census Tract 9106.02; Okeechobee County; Florida,55365
1400000US12093990000,Census Tract 9900; Okeechobee County; Florida,-
1400000US12095010201,Census Tract 102.01; Orange County; Florida,87212
1400000US12095010202,Census Tract 102.02; Orange County; Florida,95333
1400000US12095010300,Census Tract 103; Orange County; Florida,52297
1400000US12095010400,Census Tract 104; Orange County; Florida,20781
1400000US12095010500,Census Tract 105; Orange County; Florida,13804
1400000US12095010802,Census Tract 108.02; Orange County; Florida,121719
1400000US12095011000,Census Tract 110; Orange County; Florida,84627
1400000US12095011100,Census Tract 111; Orange County; Florida,83049
1400000US12095011200,Census Tract 112; Orange County; Florida,100057
1400000US12095011300,Census Tract 113; Orange County; Florida,119219
1400000US12095011600,Census Tract 116; Orange County; Florida,55020
1400000US12095011701,Census Tract 117.01; Orange County; Florida,66061
1400000US12095011702,Census Tract 117.02; Orange County; Florida,34681
1400000US12095012000,Census Tract 120; Orange County; Florida,54163
1400000US12095012100,Census Tract 121; Orange County; Florida,43597
1400000US12095012201,Census Tract 122.01; Orange County; Florida,50783
1400000US12095012202,Census Tract 122.02; Orange County; Florida,58015
1400000US12095012303,Census Tract 123.03; Orange County; Florida,83880
1400000US12095012304,Census Tract 123.04; Orange County; Florida,56507
1400000US12095012305,Census Tract 123.05; Orange County; Florida,53931
1400000US12095012306,Census Tract 123.06; Orange County; Florida,62358
1400000US12095012307,Census Tract 123.07; Orange County; Florida,47378
1400000US12095012402,Census Tract 124.02; Orange County; Florida,47264
1400000US12095012403,Census Tract 124.03; Orange County; Florida,45431
1400000US12095012404,Census Tract 124.04; Orange County; Florida,64375
1400000US12095012405,Census Tract 124.05; Orange County; Florida,43411
1400000US12095012500,Census Tract 125; Orange County; Florida,61724
1400000US12095012600,Census Tract 126; Orange County; Florida,118540
1400000US12095012701,Census Tract 127.01; Orange County; Florida,109676
1400000US12095012800,Census Tract 128; Orange County; Florida,149130
1400000US12095012900,Census Tract 129; Orange County; Florida,101362
1400000US12095013201,Census Tract 132.01; Orange County; Florida,73947
1400000US12095013202,Census Tract 132.02; Orange County; Florida,59386
1400000US12095013300,Census Tract 133; Orange County; Florida,74211
1400000US12095013402,Census Tract 134.02; Orange County; Florida,66306
1400000US12095013403,Census Tract 134.03; Orange County; Florida,58559
1400000US12095013405,Census Tract 134.05; Orange County; Florida,43371
1400000US12095013406,Census Tract 134.06; Orange County; Florida,67581
1400000US12095013503,Census Tract 135.03; Orange County; Florida,43939
1400000US12095013505,Census Tract 135.05; Orange County; Florida,59133
1400000US12095013507,Census Tract 135.07; Orange County; Florida,57482
1400000US12095013510,Census Tract 135.10; Orange County; Florida,47137
1400000US12095013511,Census Tract 135.11; Orange County; Florida,48336
1400000US12095013512,Census Tract 135.12; Orange County; Florida,38604
1400000US12095013513,Census Tract 135.13; Orange County; Florida,45497
1400000US12095013603,Census Tract 136.03; Orange County; Florida,48173
1400000US12095013604,Census Tract 136.04; Orange County; Florida,53931
1400000US12095013605,Census Tract 136.05; Orange County; Florida,69531
1400000US12095013606,Census Tract 136.06; Orange County; Florida,72712
1400000US12095013607,Census Tract 136.07; Orange County; Florida,80778
1400000US12095013701,Census Tract 137.01; Orange County; Florida,60529
1400000US12095013702,Census Tract 137.02; Orange County; Florida,56869
1400000US12095013801,Census Tract 138.01; Orange County; Florida,101667
1400000US12095013802,Census Tract 138.02; Orange County; Florida,99261
1400000US12095013803,Census Tract 138.03; Orange County; Florida,75517
1400000US12095013900,Census Tract 139; Orange County; Florida,90705
1400000US12095014000,Census Tract 140; Orange County; Florida,120255
1400000US12095014100,Census Tract 141; Orange County; Florida,97852
1400000US12095014201,Census Tract 142.01; Orange County; Florida,65181
1400000US12095014202,Census Tract 142.02; Orange County; Florida,45765
1400000US12095014301,Census Tract 143.01; Orange County; Florida,66806
1400000US12095014302,Census Tract 143.02; Orange County; Florida,45255
1400000US12095014400,Census Tract 144; Orange County; Florida,86444
1400000US12095014502,Census Tract 145.02; Orange County; Florida,38069
1400000US12095014503,Census Tract 145.03; Orange County; Florida,30664
1400000US12095014504,Census Tract 145.04; Orange County; Florida,59000
1400000US12095014601,Census Tract 146.01; Orange County; Florida,45488
1400000US12095014605,Census Tract 146.05; Orange County; Florida,46653
1400000US12095014606,Census Tract 146.06; Orange County; Florida,56157
1400000US12095014607,Census Tract 146.07; Orange County; Florida,62991
1400000US12095014608,Census Tract 146.08; Orange County; Florida,41990
1400000US12095014609,Census Tract 146.09; Orange County; Florida,50484
1400000US12095014701,Census Tract 147.01; Orange County; Florida,49322
1400000US12095014702,Census Tract 147.02; Orange County; Florida,50908
1400000US12095014703,Census Tract 147.03; Orange County; Florida,54315
1400000US12095014705,Census Tract 147.05; Orange County; Florida,63965
1400000US12095014706,Census Tract 147.06; Orange County; Florida,71750
1400000US12095014804,Census Tract 148.04; Orange County; Florida,53850
1400000US12095014805,Census Tract 148.05; Orange County; Florida,64000
1400000US12095014806,Census Tract 148.06; Orange County; Florida,105208
1400000US12095014807,Census Tract 148.07; Orange County; Florida,77294
1400000US12095014809,Census Tract 148.09; Orange County; Florida,147431
1400000US12095014810,Census Tract 148.10; Orange County; Florida,124107
1400000US12095014811,Census Tract 148.11; Orange County; Florida,113509
1400000US12095014812,Census Tract 148.12; Orange County; Florida,59315
1400000US12095014813,Census Tract 148.13; Orange County; Florida,91167
1400000US12095014814,Census Tract 148.14; Orange County; Florida,97047
1400000US12095014815,Census Tract 148.15; Orange County; Florida,205313
1400000US12095014904,Census Tract 149.04; Orange County; Florida,55104
1400000US12095014906,Census Tract 149.06; Orange County; Florida,67454
1400000US12095014908,Census Tract 149.08; Orange County; Florida,58456
1400000US12095014909,Census Tract 149.09; Orange County; Florida,103125
1400000US12095015001,Census Tract 150.01; Orange County; Florida,82250
1400000US12095015002,Census Tract 150.02; Orange County; Florida,94534
1400000US12095015003,Census Tract 150.03; Orange County; Florida,78549
1400000US12095015005,Census Tract 150.05; Orange County; Florida,102202
1400000US12095015006,Census Tract 150.06; Orange County; Florida,101311
1400000US12095015103,Census Tract 151.03; Orange County; Florida,84750
1400000US12095015104,Census Tract 151.04; Orange County; Florida,60192
1400000US12095015105,Census Tract 151.05; Orange County; Florida,86890
1400000US12095015106,Census Tract 151.06; Orange County; Florida,50909
1400000US12095015202,Census Tract 152.02; Orange County; Florida,40885
1400000US12095015203,Census Tract 152.03; Orange County; Florida,66725
1400000US12095015204,Census Tract 152.04; Orange County; Florida,71730
1400000US12095015300,Census Tract 153; Orange County; Florida,96089
1400000US12095015501,Census Tract 155.01; Orange County; Florida,94696
1400000US12095015601,Census Tract 156.01; Orange County; Florida,117725
1400000US12095015602,Census Tract 156.02; Orange County; Florida,215625
1400000US12095015701,Census Tract 157.01; Orange County; Florida,133000
