Geography,Geographic Area Name,median_household_income
1400000US12105013702,Census Tract 137.02; Polk County; Florida,48578
1400000US12105013801,Census Tract 138.01; Polk County; Florida,49288
1400000US12105013802,Census Tract 138.02; Polk County; Florida,51131
1400000US12105013901,Census Tract 139.01; Polk County; Florida,47866
1400000US12105013902,Census Tract 139.02; Polk County; Florida,76017
1400000US12105014001,Census Tract 140.01; Polk County; Florida,76389
1400000US12105014003,Census Tract 140.03; Polk County; Florida,57527
1400000US12105014005,Census Tract 140.05; Polk County; Florida,93059
1400000US12105014006,Census Tract 140.06; Polk County; Florida,90372
1400000US12105014104,Census Tract 141.04; Polk County; Florida,59808
1400000US12105014121,Census Tract 141.21; Polk County; Florida,58788
1400000US12105014123,Census Tract 141.23; Polk County; Florida,62557
1400000US12105014124,Census Tract 141.24; Polk County; Florida,50991
1400000US12105014126,Census Tract 141.26; Polk County; Florida,56056
1400000US12105014127,Census Tract 141.27; Polk County; Florida,52781
1400000US12105014128,Census Tract 141.28; Polk County; Florida,56796
1400000US12105014129,Census Tract 141.29; Polk County; Florida,68083
1400000US12105014130,Census Tract 141.30; Polk County; Florida,54088
1400000US12105014131,Census Tract 141.31; Polk County; Florida,36393
1400000US12105014201,Census Tract 142.01; Polk County; Florida,51210
1400000US12105014202,Census Tract 142.02; Polk County; Florida,68929
1400000US12105014203,Census Tract 142.03; Polk County; Florida,38875
1400000US12105014301,Census Tract 143.01; Polk County; Florida,31134
1400000US12105014303,Census Tract 143.03; Polk County; Florida,69972
1400000US12105014304,Census Tract 143.04; Polk County; Florida,49219
1400000US12105014401,Census Tract 144.01; Polk County; Florida,64375
1400000US12105014402,Census Tract 144.02; Polk County; Florida,30066
1400000US12105014501,Census Tract 145.01; Polk County; Florida,58512
1400000US12105014502,Census Tract 145.02; Polk County; Florida,47009
1400000US12105014600,Census Tract 146; Polk County; Florida,76071
1400000US12105014701,Census Tract 147.01; Polk County; Florida,57930
1400000US12105014703,Census Tract 147.03; Polk County; Florida,61198
1400000US12105014704,Census Tract 147.04; Polk County; Florida,65228
1400000US12105014802,Census Tract 148.02; Polk County; Florida,50770
1400000US12105014803,Census Tract 148.03; Polk County; Florida,95608
1400000US12105014804,Census Tract 148.04; Polk County; Florida,103238
1400000US12105014903,Census Tract 149.03; Polk County; Florida,73942
1400000US12105014904,Census Tract 149.04; Polk County; Florida,59530
1400000US12105014905,Census Tract 149.05; Polk County; Florida,77989
1400000US12105014906,Census Tract 149.06; Polk County; Florida,80219
1400000US12105015000,Census Tract 150; Polk County; Florida,58491
1400000US12105015101,Census Tract 151.01; Polk County; Florida,67027
1400000US12105015102,Census Tract 151.02; Polk County; Florida,85150
1400000US12105015200,Census Tract 152; Polk County; Florida,46953
1400000US12105015301,Census Tract 153.01; Polk County; Florida,41611
1400000US12105015302,Census Tract 153.02; Polk County; Florida,70341
1400000US12105015401,Census Tract 154.01; Polk County; Florida,50893
1400000US12105015402,Census Tract 154.02; Polk County; Florida,62325
1400000US12105015404,Census Tract 154.04; Polk County; Florida,59352
1400000US12105015405,Census Tract 154.05; Polk County; Florida,49688
1400000US12105015500,Census Tract 155; Polk County; Florida,36555
1400000US12105015600,Census Tract 156; Polk County; Florida,54274
1400000US12105015701,Census Tract 157.01; Polk County; Florida,55625
1400000US12105015702,Census Tract 157.02; Polk County; Florida,42041
1400000US12105015801,Census Tract 158.01; Polk County; Florida,54940
1400000US12105015802,Census Tract 158.02; Polk County; Florida,46250
1400000US12105015900,Census Tract 159; Polk County; Florida,68125
1400000US12105016001,Census Tract 160.01; Polk County; Florida,42652
1400000US12105016002,Census Tract 160.02; Polk County; Florida,31618
1400000US12105016003,Census Tract 160.03; Polk County; Florida,36271
1400000US12105016100,Census Tract 161; Polk County; Florida,40104
1400000US12105016400,Census Tract 164; Polk County; Florida,40121
1400000US12105980000,Census Tract 9800; Polk County; Florida,-
1400000US12107950100,Census Tract 9501; Putnam County; Florida,82394
1400000US12107950201,Census Tract 9502.01; Putnam County; Florida,39083
1400000US12107950202,Census Tract 9502.02; Putnam County; Florida,35093
1400000US12107950300,Census Tract 9503; Putnam County; Florida,61272
1400000US12107950400,Census Tract 9504; Putnam County; Florida,54875
1400000US12107950500,Census Tract 9505; Putnam County; Florida,56038
1400000US12107950600,Census Tract 9506; Putnam County; Florida,49133
1400000US12107950700,Census Tract 9507; Putnam County; Florida,35481
1400000US12107950800,Census Tract 9508; Putnam County; Florida,21789
1400000US12107950900,Census Tract 9509; Putnam County; Florida,44313
1400000US12107951000,Census Tract 9510; Putnam County; Florida,73750
1400000US12107951100,Census Tract 9511; Putnam County; Florida,44261
1400000US12107951200,Census Tract 9512; Putnam County; Florida,34755
1400000US12107951300,Census Tract 9513; Putnam County; Florida,47948
1400000US12107951401,Census Tract 9514.01; Putnam County; Florida,34543
1400000US12107951402,Census Tract 9514.02; Putnam County; Florida,51417
1400000US12107980000,Census Tract 9800; Putnam County; Florida,-
1400000US12109020200,Census Tract 202; St. Johns County; Florida,64963
1400000US12109020300,Census Tract 203; St. Johns County; Florida,58814
1400000US12109020400,Census Tract 204; St. Johns County; Florida,64219
1400000US12109020500,Census Tract 205; St. Johns County; Florida,130303
1400000US12109020603,Census Tract 206.03; St. Johns County; Florida,130694
1400000US12109020604,Census Tract 206.04; St. Johns County; Florida,122452
1400000US12109020605,Census Tract 206.05; St. Johns County; Florida,124077
1400000US12109020606,Census Tract 206.06; St. Johns County; Florida,127763
1400000US12109020704,Census Tract 207.04; St. Johns County; Florida,160236
1400000US12109020705,Census Tract 207.05; St. Johns County; Florida,84821
1400000US12109020706,Census Tract 207.06; St. Johns County; Florida,214000
1400000US12109020707,Census Tract 207.07; St. Johns County; Florida,71361
1400000US12109020708,Census Tract 207.08; St. Johns County; Florida,202750
1400000US12109020710,Census Tract 207.10; St. Johns County; Florida,231083
1400000US12109020712,Census Tract 207.12; St. Johns County; Florida,93125
1400000US12109020713,Census Tract 207.13; St. Johns County; Florida,183947
1400000US12109020801,Census Tract 208.01; St. Johns County; Florida,137175
1400000US12109020802,Census Tract 208.02; St. Johns County; Florida,122470
1400000US12109020803,Census Tract 208.03; St. Johns County; Florida,134006
1400000US12109020804,Census Tract 208.04; St. Johns County; Florida,174116
1400000US12109020807,Census Tract 208.07; St. Johns County; Florida,142774
1400000US12109020808,Census Tract 208.08; St. Johns County; Florida,166453
1400000US12109020809,Census Tract 208.09; St. Johns County; Florida,139104
1400000US12109020810,Census Tract 208.10; St. Johns County; Florida,145694
1400000US12109020811,Census Tract 208.11; St. Johns County; Florida,150489
1400000US12109020903,Census Tract 209.03; St. Johns County; Florida,75756
1400000US12109020904,Census Tract 209.04; St. Johns County; Florida,102206
1400000US12109020905,Census Tract 209.05; St. Johns County; Florida,109850
1400000US12109020906,Census Tract 209.06; St. Johns County; Florida,114875
1400000US12109020907,Census Tract 209.07; St. Johns County; Florida,148354
1400000US12109020908,Census Tract 209.08; St. Johns County; Florida,124016
1400000US12109021002,Census Tract 210.02; St. Johns County; Florida,58826
1400000US12109021003,Census Tract 210.03; St. Johns County; Florida,69026
1400000US12109021004,Census Tract 210.04; St. Johns County; Florida,89398
1400000US12109021101,Census Tract 211.01; St. Johns County; Florida,82574
1400000US12109021102,Census Tract 211.02; St. Johns County; Florida,90114
1400000US12109021103,Census Tract 211.03; St. Johns County; Florida,73297
1400000US12109021207,Census Tract 212.07; St. Johns County; Florida,99104
1400000US12109021208,Census Tract 212.08; St. Johns County; Florida,65223
1400000US12109021209,Census Tract 212.09; St. Johns County; Florida,85296
1400000US12109021210,Census Tract 212.10; St. Johns County; Florida,65200
1400000US12109021211,Census Tract 212.11; St. Johns County; Florida,73939
1400000US12109021301,Census Tract 213.01; St. Johns County; Florida,70022
1400000US12109021302,Census Tract 213.02; St. Johns County; Florida,76000
1400000US12109021403,Census Tract 214.03; St. Johns County; Florida,74119
1400000US12109021404,Census Tract 214.04; St. Johns County; Florida,83452
1400000US12109021408,Census Tract 214.08; St. Johns County; Florida,91306
1400000US12109021409,Census Tract 214.09; St. Johns County; Florida,109420
1400000US12109021410,Census Tract 214.10; St. Johns County; Florida,69981
1400000US12109990100,Census Tract 9901; St. Johns County; Florida,-
1400000US12109990200,Census Tract 9902; St. Johns County; Florida,-
1400000US12111380100,Census Tract 3801; St. Lucie County; Florida,14301
1400000US12111380200,Census Tract 3802; St. Lucie County; Florida,31809
1400000US12111380300,Census Tract 3803; St. Lucie County; Florida,23556
1400000US12111380400,Census Tract 3804; St. Lucie County; Florida,51677
1400000US12111380500,Census Tract 3805; St. Lucie County; Florida,32917
1400000US12111380600,Census Tract 3806; St. Lucie County; Florida,66537
1400000US12111380700,Census Tract 3807; St. Lucie County; Florida,65069
1400000US12111380800,Census Tract 3808; St. Lucie County; Florida,61771
1400000US12111380901,Census Tract 3809.01; St. Lucie County; Florida,28125
1400000US12111380902,Census Tract 3809.02; St. Lucie County; Florida,45781
1400000US12111381000,Census Tract 3810; St. Lucie County; Florida,55601
1400000US12111381103,Census Tract 3811.03; St. Lucie County; Florida,63958
1400000US12111381104,Census Tract 3811.04; St. Lucie County; Florida,68500
1400000US12111381105,Census Tract 3811.05; St. Lucie County; Florida,82852
1400000US12111381106,Census Tract 3811.06; St. Lucie County; Florida,65711
1400000US12111381107,Census Tract 3811.07; St. Lucie County; Florida,42134
1400000US12111381204,Census Tract 3812.04; St. Lucie County; Florida,95000
1400000US12111381300,Census Tract 3813; St. Lucie County; Florida,84750
1400000US12111381401,Census Tract 3814.01; St. Lucie County; Florida,47615
1400000US12111381402,Census Tract 3814.02; St. Lucie County; Florida,52128
1400000US12111381504,Census Tract 3815.04; St. Lucie County; Florida,49569
1400000US12111381505,Census Tract 3815.05; St. Lucie County; Florida,77632
1400000US12111381506,Census Tract 3815.06; St. Lucie County; Florida,65700
1400000US12111381507,Census Tract 3815.07; St. Lucie County; Florida,71120
1400000US12111381508,Census Tract 3815.08; St. Lucie County; Florida,96957
1400000US12111381602,Census Tract 3816.02; St. Lucie County; Florida,42973
1400000US12111381603,Census Tract 3816.03; St. Lucie County; Florida,50806
1400000US12111381604,Census Tract 3816.04; St. Lucie County; Florida,66250
1400000US12111381605,Census Tract 3816.05; St. Lucie County; Florida,49346
1400000US12111381701,Census Tract 3817.01; St. Lucie County; Florida,66905
1400000US12111381702,Census Tract 3817.02; St. Lucie County; Florida,54659
1400000US12111381802,Census Tract 3818.02; St. Lucie County; Florida,45585
1400000US12111381803,Census Tract 3818.03; St. Lucie County; Florida,76968
1400000US12111381804,Census Tract 3818.04; St. Lucie County; Florida,70357
1400000US12111381900,Census Tract 3819; St. Lucie County; Florida,87619
1400000US12111382007,Census Tract 3820.07; St. Lucie County; Florida,78363
1400000US12111382008,Census Tract 3820.08; St. Lucie County; Florida,69987
1400000US12111382009,Census Tract 3820.09; St. Lucie County; Florida,68264
1400000US12111382010,Census Tract 3820.10; St. Lucie County; Florida,43458
1400000US12111382011,Census Tract 3820.11; St. Lucie County; Florida,83445
1400000US12111382012,Census Tract 3820.12; St. Lucie County; Florida,64409
1400000US12111382013,Census Tract 3820.13; St. Lucie County; Florida,63630
1400000US12111382014,Census Tract 3820.14; St. Lucie County; Florida,89060
1400000US12111382015,Census Tract 3820.15; St. Lucie County; Florida,63370
1400000US12111382016,Census Tract 3820.16; St. Lucie County; Florida,103945
1400000US12111382110,Census Tract 3821.10; St. Lucie County; Florida,76731
1400000US12111382112,Census Tract 3821.12; St. Lucie County; Florida,90056
1400000US12111382114,Census Tract 3821.14; St. Lucie County; Florida,98162
1400000US12111382115,Census Tract 3821.15; St. Lucie County; Florida,60170
1400000US12111382116,Census Tract 3821.16; St. Lucie County; Florida,62610
1400000US12111382117,Census Tract 3821.17; St. Lucie County; Florida,91556
1400000US12111382118,Census Tract 3821.18; St. Lucie County; Florida,77712
1400000US12111382119,Census Tract 3821.19; St. Lucie County; Florida,92228
1400000US12111382120,Census Tract 3821.20; St. Lucie County; Florida,96949
1400000US12111382121,Census Tract 3821.21; St. Lucie County; Florida,81439
1400000US12111382122,Census Tract 3821.22; St. Lucie County; Florida,63188
1400000US12111382123,Census Tract 3821.23; St. Lucie County; Florida,113088
1400000US12111382124,Census Tract 3821.24; St. Lucie County; Florida,80341
1400000US12111382125,Census Tract 3821.25; St. Lucie County; Florida,88661
1400000US12111382126,Census Tract 3821.26; St. Lucie County; Florida,79058
1400000US12111382127,Census Tract 3821.27; St. Lucie County; Florida,81128
1400000US12111382128,Census Tract 3821.28; St. Lucie County; Florida,87917
1400000US12111382129,Census Tract 3821.29; St. Lucie County; Florida,60483
1400000US12111382130,Census Tract 3821.30; St. Lucie County; Florida,100316
